,station,time,dis,dis7
0,G1902,1997-01-02,18.28256,12.692956
1,G1902,1997-01-05,14.254746,18.38356
2,G1902,1997-01-09,21.97002,15.224913
3,G1902,1997-01-12,15.258018,10.335002
4,G1902,1997-01-16,9.166885,6.895814
5,G1902,1997-01-19,7.110376,12.54577
6,G1902,1997-01-23,18.527296,17.83374
7,G1902,1997-01-26,33.473423,30.096045
8,G1902,1997-01-30,26.821226,16.077333
9,G1902,1997-02-02,16.232933,11.168732
10,G1902,1997-02-06,10.055771,7.4352956
11,G1902,1997-02-09,7.430416,5.7171664
12,G1902,1997-02-13,5.2533493,4.2861304
13,G1902,1997-02-16,4.2920895,3.6469116
14,G1902,1997-02-20,3.426252,3.0243537
15,G1902,1997-02-23,2.9971082,2.7448118
16,G1902,1997-02-27,2.67279,2.491629
17,G1902,1997-03-02,2.4540474,2.5089116
18,G1902,1997-03-06,2.823587,5.761018
19,G1902,1997-03-09,5.8473454,6.260466
20,G1902,1997-03-13,6.0234914,6.1637406
21,G1902,1997-03-16,5.9758234,6.151242
22,G1902,1997-03-20,6.048753,7.5147514
23,G1902,1997-03-23,7.548198,29.296215
24,G1902,1997-03-27,111.2889,87.6739
25,G1902,1997-03-30,107.58582,71.33746
26,G1902,1997-04-03,205.52173,122.80535
27,G1902,1997-04-06,169.1083,174.16692
28,G1902,1997-04-10,206.73082,109.85187
29,G1902,1997-04-13,190.96895,86.17083
30,G1902,1997-04-17,76.89938,51.81217
31,G1902,1997-04-20,72.277504,155.12378
32,G1902,1997-04-24,189.72626,141.93771
33,G1902,1997-04-27,202.61386,133.01805
34,G1902,1997-05-01,154.56566,80.9713
35,G1902,1997-05-04,98.76474,61.63459
36,G1902,1997-05-08,71.49959,64.02645
37,G1902,1997-05-11,68.11749,53.331184
38,G1902,1997-05-15,85.96552,69.00971
39,G1902,1997-05-18,87.32875,52.681366
40,G1902,1997-05-22,51.46779,34.017864
41,G1902,1997-05-25,36.36265,29.039402
42,G1902,1997-05-29,40.95568,28.486937
43,G1902,1997-06-01,47.58412,40.971783
44,G1902,1997-06-05,38.520546,25.431705
45,G1902,1997-06-08,26.232182,19.709782
46,G1902,1997-06-12,18.503565,16.448612
47,G1902,1997-06-15,16.81916,16.418
48,G1902,1997-06-19,36.65765,53.53279
49,G1902,1997-06-22,70.46209,38.881588
50,G1902,1997-06-26,42.601078,38.14017
51,G1902,1997-06-29,63.864067,76.9569
52,G1902,1997-07-03,118.20642,93.73137
53,G1902,1997-07-06,160.73701,104.35857
54,G1902,1997-07-10,121.76464,75.62119
55,G1902,1997-07-13,80.31545,47.082832
56,G1902,1997-07-17,53.010365,49.842716
57,G1902,1997-07-20,81.43549,71.92619
58,G1902,1997-07-24,146.1589,91.12242
59,G1902,1997-07-27,192.01573,95.08647
60,G1902,1997-07-31,126.679565,83.442116
61,G1902,1997-08-03,172.17642,104.690575
62,G1902,1997-08-07,186.69112,109.46748
63,G1902,1997-08-10,147.9213,83.964485
64,G1902,1997-08-14,87.399765,80.16227
65,G1902,1997-08-17,79.653564,56.133945
66,G1902,1997-08-21,69.73545,63.378174
67,G1902,1997-08-24,191.58089,105.836685
68,G1902,1997-08-28,149.76855,85.40114
69,G1902,1997-08-31,93.82016,54.67185
70,G1902,1997-09-04,67.76006,55.809193
71,G1902,1997-09-07,116.0235,60.206444
72,G1902,1997-09-11,54.785786,40.23972
73,G1902,1997-09-14,63.40003,51.75902
74,G1902,1997-09-18,51.26873,38.87343
75,G1902,1997-09-21,172.52171,88.882286
76,G1902,1997-09-25,101.965,62.42392
77,G1902,1997-09-28,155.6932,84.12274
78,G1902,1997-10-02,88.43786,61.3939
79,G1902,1997-10-05,78.285255,82.06285
80,G1902,1997-10-09,163.5208,80.779655
81,G1902,1997-10-12,112.28527,72.99162
82,G1902,1997-10-16,157.40103,181.23058
83,G1902,1997-10-19,380.0624,251.84769
84,G1902,1997-10-23,438.51276,368.00107
85,G1902,1997-10-26,346.87854,219.33852
86,G1902,1997-10-30,405.13843,213.84576
87,G1902,1997-11-02,256.2915,163.13364
88,G1902,1997-11-06,170.32504,173.09279
89,G1902,1997-11-09,163.77884,240.06836
