,station,time,dis,dis7
0,G5118,1997-01-02,27.824532,25.189146
1,G5118,1997-01-05,26.180962,24.526896
2,G5118,1997-01-09,24.563887,23.432772
3,G5118,1997-01-12,23.46396,22.928133
4,G5118,1997-01-16,22.763483,22.577515
5,G5118,1997-01-19,25.08868,26.055222
6,G5118,1997-01-23,27.8067,25.072342
7,G5118,1997-01-26,27.022902,25.87151
8,G5118,1997-01-30,26.811203,24.219675
9,G5118,1997-02-02,24.283886,22.709307
10,G5118,1997-02-06,22.331009,21.459827
11,G5118,1997-02-09,21.49213,20.892677
12,G5118,1997-02-13,20.69898,20.221882
13,G5118,1997-02-16,20.319376,20.063768
14,G5118,1997-02-20,19.955853,19.582853
15,G5118,1997-02-23,19.609457,19.344292
16,G5118,1997-02-27,19.348412,19.14516
17,G5118,1997-03-02,19.255917,19.579496
18,G5118,1997-03-06,19.407408,19.136332
19,G5118,1997-03-09,19.102232,19.195726
20,G5118,1997-03-13,19.179075,19.744274
21,G5118,1997-03-16,19.346802,21.507395
22,G5118,1997-03-20,19.702385,25.713428
23,G5118,1997-03-23,22.529331,91.74363
24,G5118,1997-03-27,123.36965,156.54042
25,G5118,1997-03-30,153.78459,175.8882
26,G5118,1997-04-03,337.873,285.67465
27,G5118,1997-04-06,460.77057,434.6462
28,G5118,1997-04-10,287.5674,181.93074
29,G5118,1997-04-13,159.44812,77.55538
30,G5118,1997-04-17,87.43269,91.91586
31,G5118,1997-04-20,338.34335,365.5176
32,G5118,1997-04-24,422.04715,319.49866
33,G5118,1997-04-27,443.1693,259.93073
34,G5118,1997-05-01,300.75803,148.55429
35,G5118,1997-05-04,238.4526,159.06557
36,G5118,1997-05-08,328.5483,191.85614
37,G5118,1997-05-11,450.24435,276.6145
38,G5118,1997-05-15,348.6327,179.65727
39,G5118,1997-05-18,275.33188,140.27629
40,G5118,1997-05-22,160.35988,97.07432
41,G5118,1997-05-25,213.6249,136.03021
42,G5118,1997-05-29,275.05225,126.69604
43,G5118,1997-06-01,276.18723,134.10117
44,G5118,1997-06-05,167.55647,87.516426
45,G5118,1997-06-08,133.27586,80.14995
46,G5118,1997-06-12,188.96071,177.87796
47,G5118,1997-06-15,246.37308,134.97221
48,G5118,1997-06-19,249.1836,134.13602
49,G5118,1997-06-22,184.51756,95.70154
50,G5118,1997-06-26,152.72939,120.479385
51,G5118,1997-06-29,221.15749,184.81247
52,G5118,1997-07-03,275.78726,243.27386
53,G5118,1997-07-06,383.36365,227.91199
54,G5118,1997-07-10,179.56187,163.73701
55,G5118,1997-07-13,157.80586,152.83643
56,G5118,1997-07-17,140.32716,162.05493
57,G5118,1997-07-20,179.14058,210.09882
58,G5118,1997-07-24,323.79138,322.06448
59,G5118,1997-07-27,376.05185,272.3122
60,G5118,1997-07-31,249.37814,388.875
61,G5118,1997-08-03,356.7418,321.86185
62,G5118,1997-08-07,340.85742,270.41965
63,G5118,1997-08-10,194.17987,217.5084
64,G5118,1997-08-14,153.71342,186.8066
65,G5118,1997-08-17,150.70917,183.2784
66,G5118,1997-08-21,159.57216,211.18843
