,station,time,dis,dis7
0,G1906,1997-01-02,73.36348,69.328926
1,G1906,1997-01-05,69.15727,63.66478
2,G1906,1997-01-09,61.784832,57.16723
3,G1906,1997-01-12,57.034557,53.594852
4,G1906,1997-01-16,51.968147,48.99391
5,G1906,1997-01-19,55.365467,52.269657
6,G1906,1997-01-23,55.037247,50.396034
7,G1906,1997-01-26,60.05687,49.64765
8,G1906,1997-01-30,48.570747,43.675964
9,G1906,1997-02-02,44.658203,40.96397
10,G1906,1997-02-06,40.77383,39.81191
11,G1906,1997-02-09,39.53915,38.917297
12,G1906,1997-02-13,38.487328,37.266644
13,G1906,1997-02-16,37.873753,37.505592
14,G1906,1997-02-20,36.943123,36.276337
15,G1906,1997-02-23,36.60716,29.184862
16,G1906,1997-02-27,24.595684,27.216637
17,G1906,1997-03-02,29.407112,26.04199
18,G1906,1997-03-06,26.73838,24.736176
19,G1906,1997-03-09,25.49642,25.893782
20,G1906,1997-03-13,27.07971,128.83499
21,G1906,1997-03-16,44.344116,56.898186
22,G1906,1997-03-20,43.455967,255.20941
23,G1906,1997-03-23,126.65846,563.7888
24,G1906,1997-03-27,442.0084,619.7538
25,G1906,1997-03-30,504.58362,361.14713
26,G1906,1997-04-03,403.89102,626.41876
27,G1906,1997-04-06,1138.9303,1089.0735
28,G1906,1997-04-10,593.7817,317.78308
29,G1906,1997-04-13,405.68408,226.06427
30,G1906,1997-04-17,222.351,269.61993
31,G1906,1997-04-20,818.4347,529.0822
32,G1906,1997-04-24,862.3189,727.9233
33,G1906,1997-04-27,945.69415,465.85632
34,G1906,1997-05-01,350.29657,222.51617
35,G1906,1997-05-04,246.60147,211.14754
36,G1906,1997-05-08,353.6009,280.3292
37,G1906,1997-05-11,297.88843,351.898
38,G1906,1997-05-15,321.8903,198.17131
39,G1906,1997-05-18,207.20328,138.58496
40,G1906,1997-05-22,129.6993,129.5172
41,G1906,1997-05-25,193.62227,168.69408
42,G1906,1997-05-29,159.01808,124.39371
43,G1906,1997-06-01,170.62161,124.07386
44,G1906,1997-06-05,113.38586,118.21979
45,G1906,1997-06-08,99.76359,89.95258
46,G1906,1997-06-12,130.38943,156.82155
47,G1906,1997-06-15,206.15305,179.67245
48,G1906,1997-06-19,284.73685,246.79077
49,G1906,1997-06-22,146.47348,163.27211
50,G1906,1997-06-26,239.3392,376.9269
51,G1906,1997-06-29,473.35498,356.5062
52,G1906,1997-07-03,466.4396,475.9152
53,G1906,1997-07-06,677.6247,467.6544
54,G1906,1997-07-10,318.2407,210.17004
55,G1906,1997-07-13,249.87291,171.52065
56,G1906,1997-07-17,421.8976,355.67343
57,G1906,1997-07-20,465.1235,470.64697
58,G1906,1997-07-24,553.3299,335.2681
59,G1906,1997-07-27,445.8681,442.46655
60,G1906,1997-07-31,487.3412,499.2485
61,G1906,1997-08-03,665.7129,944.25616
62,G1906,1997-08-07,849.5058,531.3533
63,G1906,1997-08-10,522.12054,434.0408
64,G1906,1997-08-14,563.61035,441.62314
65,G1906,1997-08-17,447.27097,546.6124
66,G1906,1997-08-21,613.4975,525.0268
67,G1906,1997-08-24,648.69965,508.7226
68,G1906,1997-08-28,529.95233,360.2512
69,G1906,1997-08-31,394.71112,379.40265
70,G1906,1997-09-04,462.83743,334.22708
71,G1906,1997-09-07,362.71814,309.8571
72,G1906,1997-09-11,368.6062,355.11105
