,station,time,dis,dis7
0,G6109,1997-01-02,20.216074,20.471386
1,G6109,1997-01-05,22.422249,21.369568
2,G6109,1997-01-09,22.199053,20.913359
3,G6109,1997-01-12,20.79967,21.93246
4,G6109,1997-01-16,22.107407,22.76761
5,G6109,1997-01-19,35.966434,37.839565
6,G6109,1997-01-23,32.40333,24.916626
7,G6109,1997-01-26,27.03905,24.00984
8,G6109,1997-01-30,33.760086,24.673334
9,G6109,1997-02-02,26.628233,21.757046
10,G6109,1997-02-06,20.968563,19.42292
11,G6109,1997-02-09,19.396973,18.6621
12,G6109,1997-02-13,19.130568,18.356224
13,G6109,1997-02-16,18.122122,17.63763
14,G6109,1997-02-20,17.587158,17.20653
15,G6109,1997-02-23,17.2322,17.019659
16,G6109,1997-02-27,17.607624,17.719849
17,G6109,1997-03-02,17.221724,16.842419
18,G6109,1997-03-06,19.04389,17.76828
19,G6109,1997-03-09,18.191622,17.257416
20,G6109,1997-03-13,17.785143,32.542076
21,G6109,1997-03-16,22.856966,25.724482
22,G6109,1997-03-20,24.173765,35.050377
23,G6109,1997-03-23,43.011585,48.141132
24,G6109,1997-03-27,38.275497,85.35301
25,G6109,1997-03-30,83.58632,95.125465
26,G6109,1997-04-03,68.133934,86.61066
27,G6109,1997-04-06,118.12518,155.51355
28,G6109,1997-04-10,100.6137,50.7217
29,G6109,1997-04-13,37.51122,25.164452
30,G6109,1997-04-17,38.869064,75.76608
31,G6109,1997-04-20,141.93716,102.21808
32,G6109,1997-04-24,128.07207,122.505844
33,G6109,1997-04-27,138.4801,66.03275
34,G6109,1997-05-01,45.04889,35.847862
35,G6109,1997-05-04,46.634937,98.46929
36,G6109,1997-05-08,120.87224,103.51912
37,G6109,1997-05-11,129.33398,135.6451
38,G6109,1997-05-15,129.16217,86.721275
39,G6109,1997-05-18,106.64858,87.65602
40,G6109,1997-05-22,83.09808,90.25495
41,G6109,1997-05-25,123.154655,119.314095
42,G6109,1997-05-29,138.57791,100.630646
43,G6109,1997-06-01,107.980095,108.250916
44,G6109,1997-06-05,114.17707,114.93234
45,G6109,1997-06-08,137.81273,114.137566
46,G6109,1997-06-12,138.792,165.1246
47,G6109,1997-06-15,167.90793,170.48524
48,G6109,1997-06-19,179.024,189.22508
49,G6109,1997-06-22,174.79828,207.36812
50,G6109,1997-06-26,216.58463,277.9381
51,G6109,1997-06-29,258.20078,252.90137
52,G6109,1997-07-03,260.0667,253.38994
53,G6109,1997-07-06,271.28925,238.45781
54,G6109,1997-07-10,218.78271,227.91544
55,G6109,1997-07-13,235.08049,209.46997
56,G6109,1997-07-17,283.41336,299.89536
57,G6109,1997-07-20,311.70795,327.82947
58,G6109,1997-07-24,303.67645,279.66522
59,G6109,1997-07-27,303.45743,312.40295
60,G6109,1997-07-31,382.75275,319.23468
61,G6109,1997-08-03,322.496,352.3797
62,G6109,1997-08-07,282.505,257.338
63,G6109,1997-08-10,254.62921,228.93776
64,G6109,1997-08-14,266.74237,242.51187
65,G6109,1997-08-17,241.01892,252.97383
66,G6109,1997-08-21,250.84279,252.4136
67,G6109,1997-08-24,286.5984,272.07736
68,G6109,1997-08-28,262.13998,204.64432
69,G6109,1997-08-31,227.61754,216.03928
70,G6109,1997-09-04,247.4632,220.80455
71,G6109,1997-09-07,256.6896,237.39748
72,G6109,1997-09-11,306.09552,258.0055
73,G6109,1997-09-14,272.00818,279.42725
74,G6109,1997-09-18,251.55275,243.8117
75,G6109,1997-09-21,252.43217,239.2359
76,G6109,1997-09-25,249.89064,214.56215
77,G6109,1997-09-28,226.41832,194.7499
78,G6109,1997-10-02,199.47296,193.86406
79,G6109,1997-10-05,179.6028,174.56758
80,G6109,1997-10-09,199.60674,146.92534
81,G6109,1997-10-12,153.81744,132.63364
82,G6109,1997-10-16,200.3358,227.20027
83,G6109,1997-10-19,245.98526,200.34937
84,G6109,1997-10-23,256.38074,253.1496
85,G6109,1997-10-26,256.5732,199.01553
86,G6109,1997-10-30,221.34334,224.39662
87,G6109,1997-11-02,225.06096,193.61497
88,G6109,1997-11-06,190.42252,214.55852
89,G6109,1997-11-09,247.35274,268.8661
90,G6109,1997-11-13,276.94165,248.25949
91,G6109,1997-11-16,250.22893,229.90009
92,G6109,1997-11-20,190.87825,187.96564
93,G6109,1997-11-23,170.48155,148.66185
94,G6109,1997-11-27,143.46605,125.668915
95,G6109,1997-11-30,132.01581,116.2584
96,G6109,1997-12-04,119.537575,110.386696
97,G6109,1997-12-07,113.1046,99.28067
98,G6109,1997-12-11,95.87678,86.998886
99,G6109,1997-12-14,89.60905,81.52857
100,G6109,1997-12-18,81.699875,75.43948
101,G6109,1997-12-21,77.94669,76.97566
102,G6109,1997-12-25,111.16708,80.018135
103,G6109,1997-12-28,78.79739,62.663826
104,G6109,1998-01-02,68.86817,60.769157
105,G6109,1998-01-05,60.17282,72.87197
106,G6109,1998-01-09,86.1372,90.853035
107,G6109,1998-01-12,68.76454,70.98905
108,G6109,1998-01-16,90.35343,68.88637
109,G6109,1998-01-19,72.33238,49.293266
110,G6109,1998-01-23,42.943283,37.64026
111,G6109,1998-01-26,38.841812,35.612934
112,G6109,1998-01-30,36.023,34.74916
113,G6109,1998-02-02,42.06709,35.053894
114,G6109,1998-02-06,36.638226,38.74067
115,G6109,1998-02-09,33.32521,33.79332
116,G6109,1998-02-13,28.283932,27.238232
117,G6109,1998-02-16,26.668291,27.560413
118,G6109,1998-02-20,32.291763,28.37463
119,G6109,1998-02-23,29.480766,37.506405
120,G6109,1998-02-27,34.048,41.865948
121,G6109,1998-03-02,36.409416,54.737274
122,G6109,1998-03-06,49.621323,39.24788
123,G6109,1998-03-09,47.41965,33.518448
124,G6109,1998-03-13,36.631508,32.74011
125,G6109,1998-03-16,37.374546,44.27904
126,G6109,1998-03-20,88.25722,43.51786
127,G6109,1998-03-23,47.4719,33.509922
128,G6109,1998-03-27,36.76953,26.296036
129,G6109,1998-03-30,27.936705,23.540697
130,G6109,1998-04-03,89.94051,62.778347
131,G6109,1998-04-06,95.18598,134.66393
132,G6109,1998-04-10,57.137928,56.284573
133,G6109,1998-04-13,72.687935,52.530113
134,G6109,1998-04-17,97.8266,90.25938
135,G6109,1998-04-20,113.55061,102.99192
136,G6109,1998-04-24,85.23975,67.94351
137,G6109,1998-04-27,48.571545,39.513493
138,G6109,1998-05-01,133.0889,148.26799
139,G6109,1998-05-04,117.55275,91.957565
140,G6109,1998-05-08,156.88866,141.46901
141,G6109,1998-05-11,134.9981,168.19499
142,G6109,1998-05-15,128.36987,109.92762
143,G6109,1998-05-18,100.4459,102.77149
144,G6109,1998-05-22,178.44577,146.82014
145,G6109,1998-05-25,117.414536,141.24045
146,G6109,1998-05-29,133.94107,178.11288
147,G6109,1998-06-01,194.66934,178.1055
148,G6109,1998-06-05,177.66042,174.67178
149,G6109,1998-06-08,175.72949,169.55841
150,G6109,1998-06-12,200.60866,205.53183
151,G6109,1998-06-15,225.57022,206.58339
152,G6109,1998-06-19,225.40326,259.11676
153,G6109,1998-06-22,256.28207,264.8942
154,G6109,1998-06-26,269.23846,259.27365
155,G6109,1998-06-29,300.75586,288.90408
156,G6109,1998-07-03,316.05804,284.37988
157,G6109,1998-07-06,255.85872,242.76984
158,G6109,1998-07-10,261.19797,277.54904
159,G6109,1998-07-13,310.53812,302.25342
160,G6109,1998-07-17,316.8121,293.04
161,G6109,1998-07-20,325.12222,290.0996
162,G6109,1998-07-24,282.59488,237.67244
163,G6109,1998-07-27,276.6109,293.43884
164,G6109,1998-07-31,338.33,334.2127
165,G6109,1998-08-03,346.4716,353.48804
166,G6109,1998-08-07,346.38977,307.95312
167,G6109,1998-08-10,330.36905,282.80685
168,G6109,1998-08-14,291.31558,276.901
169,G6109,1998-08-17,288.99207,282.00443
170,G6109,1998-08-21,300.0666,310.373
171,G6109,1998-08-24,305.8782,248.5562
172,G6109,1998-08-28,241.04659,257.85638
173,G6109,1998-08-31,274.62674,231.04611
