,station,time,dis,dis7
0,G5076,1997-01-02,73.99636,69.80842
1,G5076,1997-01-05,68.62269,63.597004
2,G5076,1997-01-09,61.77367,57.39009
3,G5076,1997-01-12,57.38555,55.1237
4,G5076,1997-01-16,52.742256,50.85672
5,G5076,1997-01-19,55.84867,55.88582
6,G5076,1997-01-23,55.809814,51.183903
7,G5076,1997-01-26,57.579063,51.21653
8,G5076,1997-01-30,50.75268,46.69811
9,G5076,1997-02-02,47.660194,45.179058
10,G5076,1997-02-06,44.703156,43.66721
11,G5076,1997-02-09,43.61949,42.805786
12,G5076,1997-02-13,42.481728,41.970695
13,G5076,1997-02-16,42.028893,41.533176
14,G5076,1997-02-20,41.353115,40.8373
15,G5076,1997-02-23,40.96601,40.84423
16,G5076,1997-02-27,41.943584,41.352715
17,G5076,1997-03-02,42.959396,41.8065
18,G5076,1997-03-06,41.892548,41.463184
19,G5076,1997-03-09,42.184948,40.91939
20,G5076,1997-03-13,40.82599,107.17191
21,G5076,1997-03-16,68.07244,63.92609
22,G5076,1997-03-20,62.609524,210.54797
23,G5076,1997-03-23,231.33922,294.28052
24,G5076,1997-03-27,301.89642,346.66928
25,G5076,1997-03-30,360.971,227.10013
26,G5076,1997-04-03,254.0292,433.72797
27,G5076,1997-04-06,568.73157,793.20087
28,G5076,1997-04-10,289.0843,168.30267
29,G5076,1997-04-13,191.20428,121.05349
30,G5076,1997-04-17,125.49916,151.95235
31,G5076,1997-04-20,541.0759,279.7579
32,G5076,1997-04-24,446.53296,408.02304
33,G5076,1997-04-27,450.57077,215.66595
34,G5076,1997-05-01,170.02864,124.89263
35,G5076,1997-05-04,142.37277,155.66006
36,G5076,1997-05-08,267.24152,229.38078
37,G5076,1997-05-11,220.75551,236.86905
38,G5076,1997-05-15,223.71075,146.88428
39,G5076,1997-05-18,155.21494,121.97824
40,G5076,1997-05-22,119.550835,126.97139
41,G5076,1997-05-25,174.30562,140.92252
42,G5076,1997-05-29,129.98865,100.23738
43,G5076,1997-06-01,132.24103,106.70138
44,G5076,1997-06-05,90.45207,94.598305
45,G5076,1997-06-08,82.45077,83.99216
46,G5076,1997-06-12,132.01851,146.88094
47,G5076,1997-06-15,173.73451,157.8943
48,G5076,1997-06-19,226.79982,241.27759
49,G5076,1997-06-22,130.82942,184.28354
50,G5076,1997-06-26,243.03265,389.55524
51,G5076,1997-06-29,458.11896,347.5152
52,G5076,1997-07-03,450.5149,465.01575
53,G5076,1997-07-06,587.433,394.89386
54,G5076,1997-07-10,259.0757,220.82257
55,G5076,1997-07-13,221.20299,178.0205
56,G5076,1997-07-17,434.64902,351.034
57,G5076,1997-07-20,488.20502,496.9618
58,G5076,1997-07-24,505.6854,323.8726
59,G5076,1997-07-27,416.83124,455.02887
60,G5076,1997-07-31,484.70938,451.28036
61,G5076,1997-08-03,630.3811,888.4391
62,G5076,1997-08-07,748.94324,499.79352
63,G5076,1997-08-10,463.68942,404.16113
64,G5076,1997-08-14,567.2336,446.14026
65,G5076,1997-08-17,436.26917,528.9209
66,G5076,1997-08-21,626.53564,495.29422
67,G5076,1997-08-24,621.0877,479.07602
68,G5076,1997-08-28,509.86896,351.84836
69,G5076,1997-08-31,375.42795,385.79782
70,G5076,1997-09-04,435.41382,332.10376
71,G5076,1997-09-07,351.4382,326.64105
72,G5076,1997-09-11,415.4598,358.91412
73,G5076,1997-09-14,366.45004,397.71426
74,G5076,1997-09-18,365.5844,395.1462
75,G5076,1997-09-21,429.1473,371.5278
76,G5076,1997-09-25,345.29398,313.01385
77,G5076,1997-09-28,392.64124,342.85223
78,G5076,1997-10-02,344.32144,420.53168
79,G5076,1997-10-05,420.83264,378.69473
80,G5076,1997-10-09,358.6941,253.45491
81,G5076,1997-10-12,305.44864,393.828
82,G5076,1997-10-16,455.68887,745.44824
83,G5076,1997-10-19,684.74634,574.5676
84,G5076,1997-10-23,591.7612,908.965
85,G5076,1997-10-26,622.103,415.76627
86,G5076,1997-10-30,392.8117,378.9402
87,G5076,1997-11-02,311.79236,267.10654
88,G5076,1997-11-06,274.92584,469.87268
89,G5076,1997-11-09,349.45297,714.5605
90,G5076,1997-11-13,527.3714,432.51477
91,G5076,1997-11-16,516.7696,631.54376
92,G5076,1997-11-20,430.8294,472.38965
93,G5076,1997-11-23,492.72876,399.17096
94,G5076,1997-11-27,269.10782,210.72919
95,G5076,1997-11-30,216.21414,184.14432
96,G5076,1997-12-04,333.1576,230.16542
97,G5076,1997-12-07,218.55618,170.89824
98,G5076,1997-12-11,164.09702,145.22997
99,G5076,1997-12-14,146.67911,133.39334
100,G5076,1997-12-18,132.7283,123.2127
101,G5076,1997-12-21,127.28823,128.49689
102,G5076,1997-12-25,155.19662,129.06703
103,G5076,1997-12-28,115.814,106.84012
104,G5076,1998-01-02,113.76174,102.83324
105,G5076,1998-01-05,109.53533,104.207375
106,G5076,1998-01-09,128.50818,171.87
107,G5076,1998-01-12,185.94193,126.68701
108,G5076,1998-01-16,161.45444,113.81988
109,G5076,1998-01-19,147.80894,99.16483
110,G5076,1998-01-23,94.06925,79.0975
111,G5076,1998-01-26,80.47297,69.87848
112,G5076,1998-01-30,69.26219,62.187004
113,G5076,1998-02-02,63.47285,57.997677
114,G5076,1998-02-06,60.42615,68.3571
115,G5076,1998-02-09,71.46657,77.024666
116,G5076,1998-02-13,149.8133,173.07892
117,G5076,1998-02-16,192.7605,136.50125
118,G5076,1998-02-20,142.14912,87.25
119,G5076,1998-02-23,90.95146,69.93263
120,G5076,1998-02-27,66.784325,76.80596
121,G5076,1998-03-02,65.78215,64.35737
122,G5076,1998-03-06,105.27567,83.317764
123,G5076,1998-03-09,64.547165,55.59244
124,G5076,1998-03-13,57.17629,54.322014
125,G5076,1998-03-16,52.98508,60.451527
126,G5076,1998-03-20,120.2386,84.50242
