,station,time,dis,dis7
0,G4980,1997-01-02,549.45636,518.4961
1,G4980,1997-01-05,533.42645,512.8008
2,G4980,1997-01-09,517.19464,492.17868
3,G4980,1997-01-12,512.4789,490.33353
4,G4980,1997-01-16,500.27383,498.72858
5,G4980,1997-01-19,480.7853,485.81732
6,G4980,1997-01-23,691.4613,635.79517
7,G4980,1997-01-26,679.5074,593.04004
8,G4980,1997-01-30,648.5679,556.8851
9,G4980,1997-02-02,559.647,474.70816
10,G4980,1997-02-06,453.0157,403.77277
11,G4980,1997-02-09,403.82,372.84296
12,G4980,1997-02-13,365.58112,348.6712
13,G4980,1997-02-16,355.64575,350.82425
14,G4980,1997-02-20,347.64267,332.295
15,G4980,1997-02-23,332.3076,316.61945
16,G4980,1997-02-27,313.3227,305.85745
17,G4980,1997-03-02,325.0832,343.90338
18,G4980,1997-03-06,356.72824,337.99863
19,G4980,1997-03-09,345.53836,332.446
20,G4980,1997-03-13,467.26993,435.32303
21,G4980,1997-03-16,439.54764,425.03677
22,G4980,1997-03-20,980.8512,793.17566
23,G4980,1997-03-23,983.0847,710.0276
24,G4980,1997-03-27,1211.709,698.1803
25,G4980,1997-03-30,731.18243,521.40936
26,G4980,1997-04-03,1215.8456,702.5929
27,G4980,1997-04-06,865.8539,935.6662
28,G4980,1997-04-10,1145.0249,766.96936
29,G4980,1997-04-13,773.11316,508.84058
30,G4980,1997-04-17,453.82556,352.64038
31,G4980,1997-04-20,368.84622,344.5057
32,G4980,1997-04-24,619.06714,560.22516
33,G4980,1997-04-27,766.13885,649.4637
34,G4980,1997-05-01,805.7901,539.878
35,G4980,1997-05-04,540.49286,386.8418
36,G4980,1997-05-08,359.04132,307.25565
37,G4980,1997-05-11,298.78125,274.06015
38,G4980,1997-05-15,270.8541,259.76718
39,G4980,1997-05-18,269.45908,276.35855
40,G4980,1997-05-22,478.82227,470.6872
41,G4980,1997-05-25,478.04587,362.2176
42,G4980,1997-05-29,356.5758,338.41995
43,G4980,1997-06-01,866.24426,778.6155
44,G4980,1997-06-05,747.6412,499.32364
45,G4980,1997-06-08,625.1922,490.30542
46,G4980,1997-06-12,523.2344,434.73892
47,G4980,1997-06-15,536.4789,485.8858
48,G4980,1997-06-19,700.1426,874.947
49,G4980,1997-06-22,1117.399,1220.4031
50,G4980,1997-06-26,1933.5927,1565.3224
51,G4980,1997-06-29,2409.9568,1614.0255
52,G4980,1997-07-03,2298.7166,1871.8474
53,G4980,1997-07-06,2915.8286,2413.7278
54,G4980,1997-07-10,3248.9253,2637.9756
55,G4980,1997-07-13,3086.8147,2365.9128
56,G4980,1997-07-17,3613.219,2691.729
57,G4980,1997-07-20,3422.2153,2727.5552
58,G4980,1997-07-24,3487.147,2673.2227
59,G4980,1997-07-27,3230.1445,2778.3135
60,G4980,1997-07-31,3561.1707,3219.7856
61,G4980,1997-08-03,4071.6638,3605.073
62,G4980,1997-08-07,4351.084,3587.1584
63,G4980,1997-08-10,3483.2214,3463.7126
64,G4980,1997-08-14,5088.6143,3907.0906
65,G4980,1997-08-17,4272.381,3871.5586
66,G4980,1997-08-21,4286.319,3625.7834
67,G4980,1997-08-24,3991.1704,3538.808
68,G4980,1997-08-28,4365.0366,3365.6033
69,G4980,1997-08-31,3784.6802,3777.447
70,G4980,1997-09-04,3728.8247,3191.68
71,G4980,1997-09-07,3502.0225,3008.6394
72,G4980,1997-09-11,2983.586,3021.2761
73,G4980,1997-09-14,3338.9753,2770.5664
74,G4980,1997-09-18,2603.706,2384.7317
75,G4980,1997-09-21,2447.579,2287.038
76,G4980,1997-09-25,2328.3193,2101.9727
77,G4980,1997-09-28,2193.4868,1970.0492
78,G4980,1997-10-02,1969.7538,1773.9619
79,G4980,1997-10-05,1767.3691,1640.1229
80,G4980,1997-10-09,1649.945,1559.7743
81,G4980,1997-10-12,1554.1597,1452.8977
82,G4980,1997-10-16,1468.8129,1508.0935
83,G4980,1997-10-19,1972.1571,1742.7994
84,G4980,1997-10-23,2128.6167,1686.6927
85,G4980,1997-10-26,2299.7366,1782.7068
86,G4980,1997-10-30,1705.9657,1473.42
87,G4980,1997-11-02,1448.1794,1213.9866
88,G4980,1997-11-06,1185.3866,1088.6156
89,G4980,1997-11-09,1096.4884,1084.9755
90,G4980,1997-11-13,1169.7073,1166.3434
91,G4980,1997-11-16,1532.499,1323.8463
92,G4980,1997-11-20,1409.4156,1064.0105
93,G4980,1997-11-23,1121.3427,968.5027
94,G4980,1997-11-27,1122.9984,969.4312
95,G4980,1997-11-30,1023.787,881.02673
96,G4980,1997-12-04,854.84753,768.6902
97,G4980,1997-12-07,775.09863,723.06494
98,G4980,1997-12-11,716.22205,674.1547
99,G4980,1997-12-14,676.3453,639.0241
100,G4980,1997-12-18,630.1795,599.2607
101,G4980,1997-12-21,603.7233,578.21234
102,G4980,1997-12-25,573.9671,554.6919
103,G4980,1997-12-28,556.9667,537.96436
104,G4980,1998-01-02,528.3235,501.55444
105,G4980,1998-01-05,531.03735,534.3308
106,G4980,1998-01-09,538.8428,551.8627
107,G4980,1998-01-12,519.1283,533.8531
108,G4980,1998-01-16,554.519,566.7801
109,G4980,1998-01-19,532.87524,514.396
110,G4980,1998-01-23,507.0411,478.95123
111,G4980,1998-01-26,504.9125,469.87805
112,G4980,1998-01-30,464.86862,437.47693
113,G4980,1998-02-02,569.9607,603.0583
114,G4980,1998-02-06,809.70764,572.0509
115,G4980,1998-02-09,571.39185,444.72375
116,G4980,1998-02-13,420.2929,376.0285
117,G4980,1998-02-16,380.97632,365.8494
118,G4980,1998-02-20,384.02362,402.43567
119,G4980,1998-02-23,481.27686,570.6309
120,G4980,1998-02-27,801.8906,688.02563
121,G4980,1998-03-02,811.426,713.65643
122,G4980,1998-03-06,1117.6864,802.8229
123,G4980,1998-03-09,1034.818,733.0761
124,G4980,1998-03-13,700.3794,524.4728
125,G4980,1998-03-16,549.6388,459.36777
126,G4980,1998-03-20,500.63428,436.9533
127,G4980,1998-03-23,441.96863,374.30112
128,G4980,1998-03-27,573.835,631.321
129,G4980,1998-03-30,634.6434,448.34576
130,G4980,1998-04-03,404.16458,318.84683
131,G4980,1998-04-06,320.87552,287.4412
132,G4980,1998-04-10,310.99542,402.08066
133,G4980,1998-04-13,698.2871,474.1191
134,G4980,1998-04-17,599.20703,484.99448
135,G4980,1998-04-20,904.5429,571.1321
136,G4980,1998-04-24,778.7437,617.6602
137,G4980,1998-04-27,932.367,647.2832
138,G4980,1998-05-01,632.7217,548.374
139,G4980,1998-05-04,582.571,531.0448
140,G4980,1998-05-08,1365.439,817.3261
141,G4980,1998-05-11,806.8661,598.53485
142,G4980,1998-05-15,1943.5751,1133.9075
143,G4980,1998-05-18,1217.178,718.0749
144,G4980,1998-05-22,625.95575,441.18396
