,station,time,dis,dis7
0,G1904,1997-01-02,71.13421,66.96337
1,G1904,1997-01-05,66.930695,61.33216
2,G1904,1997-01-09,59.49044,54.912117
3,G1904,1997-01-12,54.706062,51.229713
4,G1904,1997-01-16,49.66745,46.573277
5,G1904,1997-01-19,53.17511,49.516094
6,G1904,1997-01-23,53.11103,48.071136
7,G1904,1997-01-26,58.78482,47.65043
8,G1904,1997-01-30,46.43592,40.94086
9,G1904,1997-02-02,41.964153,38.000805
10,G1904,1997-02-06,37.821663,36.71283
11,G1904,1997-02-09,36.37355,35.97431
12,G1904,1997-02-13,35.45674,33.977192
13,G1904,1997-02-16,34.684727,34.450687
14,G1904,1997-02-20,33.998726,33.13702
15,G1904,1997-02-23,33.346317,25.583405
16,G1904,1997-02-27,18.06997,20.279133
17,G1904,1997-03-02,22.73424,19.869616
18,G1904,1997-03-06,19.66734,18.046354
19,G1904,1997-03-09,18.257906,19.515825
20,G1904,1997-03-13,20.598965,110.11015
21,G1904,1997-03-16,31.187435,50.886047
22,G1904,1997-03-20,38.069534,228.90068
23,G1904,1997-03-23,98.71812,531.1017
24,G1904,1997-03-27,439.7293,621.7432
25,G1904,1997-03-30,486.5093,348.58865
26,G1904,1997-04-03,393.74832,602.169
27,G1904,1997-04-06,1144.5522,1062.0676
28,G1904,1997-04-10,591.06085,317.13525
29,G1904,1997-04-13,399.48007,213.97389
30,G1904,1997-04-17,209.0784,255.03587
31,G1904,1997-04-20,786.1309,518.81134
32,G1904,1997-04-24,869.50256,733.0941
33,G1904,1997-04-27,943.92505,473.34283
34,G1904,1997-05-01,353.44946,210.89995
35,G1904,1997-05-04,237.92221,196.02345
36,G1904,1997-05-08,353.77414,255.72511
37,G1904,1997-05-11,277.76944,335.51834
38,G1904,1997-05-15,315.09073,188.13945
39,G1904,1997-05-18,200.4437,127.86124
40,G1904,1997-05-22,115.80533,113.83118
41,G1904,1997-05-25,185.31499,160.34439
42,G1904,1997-05-29,153.25623,125.57433
