,station,time,dis,dis7
0,G1905,1997-01-02,71.810974,67.73636
1,G1905,1997-01-05,67.62386,62.116085
2,G1905,1997-01-09,60.223694,55.63424
3,G1905,1997-01-12,55.45658,52.00859
4,G1905,1997-01-16,50.42584,47.39183
5,G1905,1997-01-19,53.829987,50.505985
6,G1905,1997-01-23,53.60609,48.821056
7,G1905,1997-01-26,58.943512,48.08372
8,G1905,1997-01-30,46.88491,41.813423
9,G1905,1997-02-02,42.807426,38.985
10,G1905,1997-02-06,38.819576,37.793633
11,G1905,1997-02-09,37.507763,36.966587
12,G1905,1997-02-13,36.497204,35.16094
13,G1905,1997-02-16,35.821762,35.541973
14,G1905,1997-02-20,34.97672,34.22464
15,G1905,1997-02-23,34.53949,26.376953
16,G1905,1997-02-27,20.84286,23.289143
17,G1905,1997-03-02,25.3552,22.497955
18,G1905,1997-03-06,22.73526,21.076406
19,G1905,1997-03-09,21.653006,22.181236
20,G1905,1997-03-13,23.443281,119.69143
21,G1905,1997-03-16,36.996338,52.678997
22,G1905,1997-03-20,39.30233,251.36299
23,G1905,1997-03-23,111.67027,546.33093
24,G1905,1997-03-27,439.1456,605.72876
25,G1905,1997-03-30,491.19366,353.49683
26,G1905,1997-04-03,394.6605,610.98645
27,G1905,1997-04-06,1144.4918,1070.4644
28,G1905,1997-04-10,586.71924,312.09927
29,G1905,1997-04-13,397.04785,217.86069
30,G1905,1997-04-17,213.87595,260.0179
31,G1905,1997-04-20,798.3354,516.7761
32,G1905,1997-04-24,865.16626,723.65295
33,G1905,1997-04-27,940.1436,463.77094
34,G1905,1997-05-01,347.22437,213.1435
35,G1905,1997-05-04,237.83215,201.48297
36,G1905,1997-05-08,347.71576,266.29004
37,G1905,1997-05-11,284.67886,340.5521
38,G1905,1997-05-15,315.78516,190.95065
39,G1905,1997-05-18,200.5093,132.33328
40,G1905,1997-05-22,122.763885,121.532234
41,G1905,1997-05-25,186.95319,162.69186
42,G1905,1997-05-29,155.80832,124.200745
