,station,time,dis,dis7
0,G1074,1997-01-02,51.918106,49.669296
1,G1074,1997-01-05,49.47202,47.070442
2,G1074,1997-01-09,46.35802,44.4816
3,G1074,1997-01-12,44.484177,42.983673
4,G1074,1997-01-16,42.339115,41.043808
5,G1074,1997-01-19,41.497498,41.541447
6,G1074,1997-01-23,41.230938,39.67132
7,G1074,1997-01-26,41.410435,38.88438
8,G1074,1997-01-30,38.597168,35.857456
9,G1074,1997-02-02,35.710896,33.816486
10,G1074,1997-02-06,33.077545,31.555264
11,G1074,1997-02-09,31.424978,29.839369
12,G1074,1997-02-13,29.145422,27.572523
13,G1074,1997-02-16,27.732233,26.269152
14,G1074,1997-02-20,25.752928,24.494715
15,G1074,1997-02-23,24.538128,24.703176
16,G1074,1997-02-27,25.201876,24.092573
17,G1074,1997-03-02,24.03816,22.924255
18,G1074,1997-03-06,22.751354,21.506533
19,G1074,1997-03-09,22.046501,20.692768
20,G1074,1997-03-13,20.19395,25.898941
21,G1074,1997-03-16,22.848217,20.55123
22,G1074,1997-03-20,18.788507,27.948286
23,G1074,1997-03-23,26.154385,33.819717
24,G1074,1997-03-27,29.693537,47.55882
25,G1074,1997-03-30,43.994663,44.457695
26,G1074,1997-04-03,51.110817,77.68032
27,G1074,1997-04-06,129.08064,197.48853
28,G1074,1997-04-10,56.43444,48.05789
29,G1074,1997-04-13,51.437347,43.188404
30,G1074,1997-04-17,41.849102,38.80626
31,G1074,1997-04-20,53.26415,44.58289
32,G1074,1997-04-24,46.64412,55.843765
33,G1074,1997-04-27,63.166416,48.262184
34,G1074,1997-05-01,47.07132,42.8797
35,G1074,1997-05-04,42.837437,40.56431
36,G1074,1997-05-08,44.852825,49.5651
37,G1074,1997-05-11,39.969738,41.333107
38,G1074,1997-05-15,40.770645,36.936707
39,G1074,1997-05-18,40.25476,37.698994
40,G1074,1997-05-22,33.528984,31.753647
41,G1074,1997-05-25,34.651726,33.551823
42,G1074,1997-05-29,33.158333,30.666494
43,G1074,1997-06-01,37.897026,32.02195
44,G1074,1997-06-05,31.198116,30.111519
45,G1074,1997-06-08,28.960745,27.961216
46,G1074,1997-06-12,29.352495,30.010035
47,G1074,1997-06-15,31.486992,29.897274
48,G1074,1997-06-19,38.7762,51.7261
49,G1074,1997-06-22,38.058537,40.291195
50,G1074,1997-06-26,45.299686,48.130688
51,G1074,1997-06-29,58.936996,60.00346
52,G1074,1997-07-03,62.67036,62.664898
53,G1074,1997-07-06,77.1915,73.88689
54,G1074,1997-07-10,74.063126,75.22815
55,G1074,1997-07-13,87.02731,84.98974
56,G1074,1997-07-17,95.04394,96.67726
57,G1074,1997-07-20,104.24861,104.32925
58,G1074,1997-07-24,120.7586,119.06595
59,G1074,1997-07-27,122.916145,129.56651
60,G1074,1997-07-31,142.1051,142.45055
61,G1074,1997-08-03,155.75063,158.6052
62,G1074,1997-08-07,176.04918,194.69084
63,G1074,1997-08-10,195.35002,200.30785
64,G1074,1997-08-14,260.32767,213.68484
65,G1074,1997-08-17,227.86014,222.7266
66,G1074,1997-08-21,244.83507,250.52562
67,G1074,1997-08-24,340.33884,293.84995
68,G1074,1997-08-28,284.75168,257.25983
69,G1074,1997-08-31,257.45093,287.2909
70,G1074,1997-09-04,283.14276,254.4993
71,G1074,1997-09-07,307.46667,269.8807
72,G1074,1997-09-11,282.6802,268.47943
73,G1074,1997-09-14,279.69296,280.08032
74,G1074,1997-09-18,252.2341,271.13037
75,G1074,1997-09-21,258.86896,242.6375
76,G1074,1997-09-25,219.6966,204.0262
77,G1074,1997-09-28,211.08035,193.87672
78,G1074,1997-10-02,182.17957,185.90005
79,G1074,1997-10-05,175.84009,175.62566
80,G1074,1997-10-09,162.31786,148.19739
81,G1074,1997-10-12,145.10382,135.98859
82,G1074,1997-10-16,164.99567,203.69086
83,G1074,1997-10-19,213.79199,207.69833
84,G1074,1997-10-23,196.76242,273.90933
85,G1074,1997-10-26,207.04257,191.53732
86,G1074,1997-10-30,125.977554,118.34645
87,G1074,1997-11-02,116.24733,106.862755
88,G1074,1997-11-06,100.094505,95.33247
89,G1074,1997-11-09,96.9115,107.28243
90,G1074,1997-11-13,94.06329,92.92683
91,G1074,1997-11-16,145.91992,119.13874
92,G1074,1997-11-20,84.33455,84.6801
93,G1074,1997-11-23,83.12592,83.33887
94,G1074,1997-11-27,72.72214,63.703606
95,G1074,1997-11-30,63.461563,57.806015
96,G1074,1997-12-04,60.03004,55.811226
97,G1074,1997-12-07,56.286224,51.613144
98,G1074,1997-12-11,49.56864,46.756577
99,G1074,1997-12-14,46.741447,44.294933
100,G1074,1997-12-18,43.454678,41.348904
101,G1074,1997-12-21,41.239628,39.282875
102,G1074,1997-12-25,39.848343,37.70378
103,G1074,1997-12-28,37.315353,33.46312
104,G1074,1998-01-02,32.25004,31.622921
105,G1074,1998-01-05,31.89239,30.525402
106,G1074,1998-01-09,35.239487,36.075275
107,G1074,1998-01-12,40.182034,34.803856
108,G1074,1998-01-16,34.523643,31.427317
109,G1074,1998-01-19,31.091053,28.397274
110,G1074,1998-01-23,26.094273,24.366922
111,G1074,1998-01-26,24.382898,22.656757
112,G1074,1998-01-30,21.765224,20.268166
113,G1074,1998-02-02,20.08421,18.873169
114,G1074,1998-02-06,18.924175,19.675568
115,G1074,1998-02-09,20.175148,20.331055
116,G1074,1998-02-13,21.377172,20.619177
117,G1074,1998-02-16,26.875881,25.089186
118,G1074,1998-02-20,27.30645,20.63097
119,G1074,1998-02-23,20.517584,18.187893
120,G1074,1998-02-27,16.921656,22.242252
121,G1074,1998-03-02,17.174316,20.79967
122,G1074,1998-03-06,34.810963,25.512512
123,G1074,1998-03-09,19.727322,18.842339
124,G1074,1998-03-13,18.482718,17.80638
125,G1074,1998-03-16,17.248503,17.333765
126,G1074,1998-03-20,30.421806,20.829128
127,G1074,1998-03-23,16.580658,14.867251
128,G1074,1998-03-27,13.991318,15.554535
129,G1074,1998-03-30,15.402409,15.94802
130,G1074,1998-04-03,17.485037,17.685894
131,G1074,1998-04-06,16.972284,19.261171
132,G1074,1998-04-10,53.68262,33.533405
133,G1074,1998-04-13,25.549946,22.026615
134,G1074,1998-04-17,18.104683,18.824375
135,G1074,1998-04-20,25.3565,46.284496
136,G1074,1998-04-24,49.226715,26.569372
137,G1074,1998-04-27,24.172203,19.28559
138,G1074,1998-05-01,29.02147,48.83871
139,G1074,1998-05-04,32.429737,36.827938
140,G1074,1998-05-08,27.611126,31.947763
141,G1074,1998-05-11,37.96259,40.9564
142,G1074,1998-05-15,31.231813,21.461567
143,G1074,1998-05-18,22.562151,19.980087
144,G1074,1998-05-22,20.362423,19.739744
145,G1074,1998-05-25,19.115164,18.193228
146,G1074,1998-05-29,18.09462,18.332495
147,G1074,1998-06-01,23.440687,22.368128
148,G1074,1998-06-05,19.257847,19.20355
149,G1074,1998-06-08,18.670765,18.793007
150,G1074,1998-06-12,18.981825,23.31846
151,G1074,1998-06-15,19.919859,24.85296
152,G1074,1998-06-19,21.899397,25.199203
153,G1074,1998-06-22,26.001005,34.06751
154,G1074,1998-06-26,36.465023,41.204147
155,G1074,1998-06-29,48.40329,52.844418
156,G1074,1998-07-03,68.46304,70.59038
157,G1074,1998-07-06,67.22026,70.655174
158,G1074,1998-07-10,84.103226,83.2405
159,G1074,1998-07-13,100.05553,103.69711
160,G1074,1998-07-17,117.10732,118.81611
161,G1074,1998-07-20,124.94757,118.04443
162,G1074,1998-07-24,134.66585,124.585526
163,G1074,1998-07-27,139.3638,141.32205
164,G1074,1998-07-31,164.93668,174.21335
165,G1074,1998-08-03,183.83148,212.0553
166,G1074,1998-08-07,258.0857,258.6912
167,G1074,1998-08-10,317.06604,255.00125
168,G1074,1998-08-14,266.0236,250.86072
169,G1074,1998-08-17,281.19086,267.6105
170,G1074,1998-08-21,590.37976,553.9203
171,G1074,1998-08-24,415.82855,331.6594
