,station,time,dis,dis7
0,G4957,1997-01-02,12.2010565,11.980093
1,G4957,1997-01-05,12.015837,11.812342
2,G4957,1997-01-09,11.8012705,11.586357
3,G4957,1997-01-12,11.658971,11.432936
4,G4957,1997-01-16,11.531226,11.4330015
5,G4957,1997-01-19,11.2194395,11.012618
6,G4957,1997-01-23,10.957474,10.764977
7,G4957,1997-01-26,10.783904,10.470914
8,G4957,1997-01-30,10.480956,10.166176
9,G4957,1997-02-02,10.165918,9.926369
10,G4957,1997-02-06,9.882682,9.66849
11,G4957,1997-02-09,9.680856,9.48827
12,G4957,1997-02-13,9.444033,9.257859
13,G4957,1997-02-16,9.34645,9.131456
14,G4957,1997-02-20,9.078616,8.88325
15,G4957,1997-02-23,8.891115,8.813765
16,G4957,1997-02-27,8.906289,8.790115
17,G4957,1997-03-02,9.017984,8.769677
18,G4957,1997-03-06,8.693394,8.502158
19,G4957,1997-03-09,8.740779,8.468779
20,G4957,1997-03-13,8.703293,9.09689
21,G4957,1997-03-16,9.683486,11.197988
22,G4957,1997-03-20,9.982548,8.668034
23,G4957,1997-03-23,9.429116,8.305538
24,G4957,1997-03-27,8.111812,8.2359705
25,G4957,1997-03-30,8.238442,8.075663
26,G4957,1997-04-03,9.652958,23.763075
27,G4957,1997-04-06,21.905603,39.6219
28,G4957,1997-04-10,20.172478,11.623211
29,G4957,1997-04-13,10.272444,8.552867
30,G4957,1997-04-17,8.359772,8.541978
31,G4957,1997-04-20,10.683089,8.606487
32,G4957,1997-04-24,9.596991,10.657181
33,G4957,1997-04-27,9.192275,8.850703
34,G4957,1997-05-01,7.779597,7.379672
35,G4957,1997-05-04,7.4853454,7.557576
36,G4957,1997-05-08,10.692176,20.3486
37,G4957,1997-05-11,9.47407,11.662778
38,G4957,1997-05-15,13.432836,10.127493
39,G4957,1997-05-18,11.145423,11.502608
40,G4957,1997-05-22,11.348493,9.869644
41,G4957,1997-05-25,8.990851,22.28227
42,G4957,1997-05-29,21.234253,19.65507
43,G4957,1997-06-01,24.210693,19.923876
44,G4957,1997-06-05,14.756837,19.109713
45,G4957,1997-06-08,18.32255,22.647871
46,G4957,1997-06-12,23.661758,42.321438
47,G4957,1997-06-15,36.70913,43.645107
48,G4957,1997-06-19,40.900517,68.97709
49,G4957,1997-06-22,83.214645,52.288254
50,G4957,1997-06-26,48.245464,46.397682
51,G4957,1997-06-29,45.900047,49.980755
52,G4957,1997-07-03,60.237335,58.540318
53,G4957,1997-07-06,82.866585,68.52845
54,G4957,1997-07-10,87.64241,81.5825
55,G4957,1997-07-13,115.28409,94.97235
56,G4957,1997-07-17,129.68826,112.2106
57,G4957,1997-07-20,161.81021,130.2502
58,G4957,1997-07-24,159.0009,151.86076
59,G4957,1997-07-27,150.37645,144.1828
60,G4957,1997-07-31,156.9039,146.11629
61,G4957,1997-08-03,161.15787,147.33965
62,G4957,1997-08-07,170.11963,177.67558
63,G4957,1997-08-10,170.63666,180.69182
64,G4957,1997-08-14,209.54527,193.7309
65,G4957,1997-08-17,204.42204,191.41849
66,G4957,1997-08-21,211.16908,201.55605
67,G4957,1997-08-24,212.83405,196.77795
68,G4957,1997-08-28,208.31851,213.73013
69,G4957,1997-08-31,230.47261,224.43454
70,G4957,1997-09-04,189.15642,162.56955
71,G4957,1997-09-07,177.26355,185.1056
72,G4957,1997-09-11,179.49054,154.18443
73,G4957,1997-09-14,172.85793,137.7917
