,station,time,dis,dis7
0,G1045,1997-01-02,95.68083,90.6768
1,G1045,1997-01-05,91.1254,86.455376
2,G1045,1997-01-09,85.41568,79.61408
3,G1045,1997-01-12,79.85363,74.59716
4,G1045,1997-01-16,73.185394,71.03381
5,G1045,1997-01-19,76.539536,85.256516
6,G1045,1997-01-23,212.5263,140.23186
7,G1045,1997-01-26,178.61925,136.08263
8,G1045,1997-01-30,130.84569,106.41494
9,G1045,1997-02-02,105.46561,90.83211
10,G1045,1997-02-06,86.77601,77.467766
11,G1045,1997-02-09,77.521164,69.89428
12,G1045,1997-02-13,67.57438,61.221146
13,G1045,1997-02-16,61.439907,55.93172
14,G1045,1997-02-20,54.218155,49.461956
15,G1045,1997-02-23,49.346485,45.394253
16,G1045,1997-02-27,44.03613,40.322556
17,G1045,1997-03-02,40.260574,36.322384
18,G1045,1997-03-06,35.059,31.994448
19,G1045,1997-03-09,32.035187,31.101955
20,G1045,1997-03-13,30.633179,29.840687
21,G1045,1997-03-16,29.60723,31.061766
22,G1045,1997-03-20,38.94633,55.777718
23,G1045,1997-03-23,58.444805,104.78979
24,G1045,1997-03-27,476.47964,364.1842
25,G1045,1997-03-30,430.47662,422.7869
26,G1045,1997-04-03,457.3934,403.17905
27,G1045,1997-04-06,505.95715,606.8684
28,G1045,1997-04-10,384.54208,346.6133
29,G1045,1997-04-13,348.73212,308.02997
30,G1045,1997-04-17,297.50726,256.5899
31,G1045,1997-04-20,258.86765,235.91913
32,G1045,1997-04-24,239.6508,251.0495
33,G1045,1997-04-27,278.7376,264.14175
34,G1045,1997-05-01,261.39886,235.35861
35,G1045,1997-05-04,236.00137,204.60347
36,G1045,1997-05-08,194.68614,171.23598
37,G1045,1997-05-11,168.82301,150.6668
38,G1045,1997-05-15,145.1963,130.65039
39,G1045,1997-05-18,130.92604,119.26275
40,G1045,1997-05-22,115.952,108.34285
41,G1045,1997-05-25,108.3517,101.39181
42,G1045,1997-05-29,98.98337,95.5312
43,G1045,1997-06-01,97.07612,97.537834
44,G1045,1997-06-05,95.90152,94.98205
45,G1045,1997-06-08,95.33701,90.292404
46,G1045,1997-06-12,88.37547,84.92956
47,G1045,1997-06-15,81.20394,76.79668
48,G1045,1997-06-19,73.01636,74.24014
49,G1045,1997-06-22,70.77679,75.522545
50,G1045,1997-06-26,77.01718,89.54807
51,G1045,1997-06-29,89.26813,122.2099
52,G1045,1997-07-03,160.94394,209.72496
53,G1045,1997-07-06,192.61494,248.84233
54,G1045,1997-07-10,297.87695,334.75418
55,G1045,1997-07-13,317.8982,367.2202
56,G1045,1997-07-17,331.67804,341.1072
57,G1045,1997-07-20,309.8026,313.71136
58,G1045,1997-07-24,319.34686,338.41754
59,G1045,1997-07-27,321.04016,329.05664
60,G1045,1997-07-31,323.64993,348.6829
61,G1045,1997-08-03,430.72195,495.67523
62,G1045,1997-08-07,497.3206,562.91235
63,G1045,1997-08-10,546.2297,606.0547
64,G1045,1997-08-14,719.8579,731.6521
65,G1045,1997-08-17,633.3203,651.4831
66,G1045,1997-08-21,574.3958,555.1245
67,G1045,1997-08-24,554.10944,580.28217
68,G1045,1997-08-28,571.1977,558.37885
69,G1045,1997-08-31,544.6403,540.1088
70,G1045,1997-09-04,507.3612,494.67245
71,G1045,1997-09-07,485.07007,480.7791
72,G1045,1997-09-11,460.4644,433.79123
73,G1045,1997-09-14,433.84686,432.6005
74,G1045,1997-09-18,408.36557,389.19928
75,G1045,1997-09-21,388.79803,375.1361
76,G1045,1997-09-25,372.2937,354.44226
77,G1045,1997-09-28,356.45532,341.59293
78,G1045,1997-10-02,334.0421,313.2572
79,G1045,1997-10-05,312.78552,297.79443
80,G1045,1997-10-09,299.78525,285.8452
81,G1045,1997-10-12,281.83127,270.8572
82,G1045,1997-10-16,272.45117,290.52005
83,G1045,1997-10-19,268.33224,300.89798
84,G1045,1997-10-23,313.065,412.08914
85,G1045,1997-10-26,373.27563,495.24316
86,G1045,1997-10-30,433.1395,425.99988
87,G1045,1997-11-02,419.09106,387.39618
88,G1045,1997-11-06,372.72598,328.69098
89,G1045,1997-11-09,328.8875,305.15817
90,G1045,1997-11-13,311.80133,301.16257
