,station,time,dis,dis7
0,G5056,1997-01-02,100.04709,91.27708
1,G5056,1997-01-05,91.24518,84.51216
2,G5056,1997-01-09,82.67301,78.13203
3,G5056,1997-01-12,78.06442,73.94338
4,G5056,1997-01-16,72.683075,70.175545
5,G5056,1997-01-19,70.16517,73.52453
6,G5056,1997-01-23,76.281784,87.3989
7,G5056,1997-01-26,87.30679,93.77019
8,G5056,1997-01-30,93.976906,90.6976
9,G5056,1997-02-02,90.6909,84.27589
10,G5056,1997-02-06,81.95322,75.48372
11,G5056,1997-02-09,75.42756,70.44857
12,G5056,1997-02-13,68.88044,65.144356
13,G5056,1997-02-16,65.171555,61.226276
14,G5056,1997-02-20,59.64384,55.244244
15,G5056,1997-02-23,55.14561,49.995094
16,G5056,1997-02-27,47.71247,41.278267
17,G5056,1997-03-02,41.46009,36.273827
18,G5056,1997-03-06,34.593506,31.454348
19,G5056,1997-03-09,31.686838,29.220139
20,G5056,1997-03-13,28.950607,27.649431
21,G5056,1997-03-16,28.01164,29.920015
22,G5056,1997-03-20,31.241806,37.388374
23,G5056,1997-03-23,37.189693,43.607357
24,G5056,1997-03-27,44.661434,44.41919
25,G5056,1997-03-30,42.976074,39.71053
26,G5056,1997-04-03,39.61176,41.87379
27,G5056,1997-04-06,42.562588,47.430653
28,G5056,1997-04-10,52.388638,77.4811
29,G5056,1997-04-13,73.31804,130.9689
30,G5056,1997-04-17,150.25389,196.7381
31,G5056,1997-04-20,193.95145,219.78523
32,G5056,1997-04-24,218.43358,266.10135
33,G5056,1997-04-27,256.3822,287.27838
34,G5056,1997-05-01,293.18338,309.92697
35,G5056,1997-05-04,315.37744,349.1953
36,G5056,1997-05-08,360.27374,393.6088
37,G5056,1997-05-11,398.34323,396.38354
38,G5056,1997-05-15,385.64548,386.7247
39,G5056,1997-05-18,375.57303,380.7066
40,G5056,1997-05-22,381.77115,356.62396
41,G5056,1997-05-25,359.2221,320.55954
42,G5056,1997-05-29,300.086,271.52396
43,G5056,1997-06-01,272.23608,258.83572
44,G5056,1997-06-05,248.78258,242.93646
45,G5056,1997-06-08,239.6021,232.33575
46,G5056,1997-06-12,230.18979,216.67348
47,G5056,1997-06-15,220.2548,200.15996
48,G5056,1997-06-19,195.06503,191.0846
49,G5056,1997-06-22,184.1332,189.12486
50,G5056,1997-06-26,190.21977,207.05675
51,G5056,1997-06-29,199.92055,190.94127
52,G5056,1997-07-03,180.56927,163.92342
53,G5056,1997-07-06,163.74922,156.31276
54,G5056,1997-07-10,154.40784,166.49127
55,G5056,1997-07-13,157.46155,151.77026
56,G5056,1997-07-17,150.08798,134.19394
57,G5056,1997-07-20,127.551575,115.002945
58,G5056,1997-07-24,100.48398,85.82481
59,G5056,1997-07-27,83.302704,75.76315
60,G5056,1997-07-31,91.02134,112.449356
61,G5056,1997-08-03,91.96463,99.945274
62,G5056,1997-08-07,95.98551,95.77194
63,G5056,1997-08-10,91.344864,101.93804
64,G5056,1997-08-14,106.26535,109.52156
65,G5056,1997-08-17,105.097786,93.98601
66,G5056,1997-08-21,83.82168,72.957344
67,G5056,1997-08-24,77.07111,64.29816
68,G5056,1997-08-28,53.828884,48.14577
69,G5056,1997-08-31,42.825783,37.219368
70,G5056,1997-09-04,33.139805,29.79786
71,G5056,1997-09-07,31.115868,36.56048
72,G5056,1997-09-11,45.34002,57.191746
73,G5056,1997-09-14,52.592415,61.24994
74,G5056,1997-09-18,61.263165,59.474
75,G5056,1997-09-21,59.178104,55.10703
76,G5056,1997-09-25,53.582108,55.46058
77,G5056,1997-09-28,55.262047,70.87818
78,G5056,1997-10-02,73.46217,93.12106
79,G5056,1997-10-05,88.289665,104.5741
80,G5056,1997-10-09,104.15181,115.72808
81,G5056,1997-10-12,115.07042,130.70447
82,G5056,1997-10-16,132.50224,159.52855
83,G5056,1997-10-19,155.71388,176.2509
84,G5056,1997-10-23,177.85564,228.12883
85,G5056,1997-10-26,219.35329,271.9596
86,G5056,1997-10-30,284.78467,329.49515
87,G5056,1997-11-02,326.19922,362.4346
88,G5056,1997-11-06,362.05823,342.1273
89,G5056,1997-11-09,340.44547,313.565
90,G5056,1997-11-13,293.01218,262.5137
91,G5056,1997-11-16,263.33862,261.10086
92,G5056,1997-11-20,269.37396,318.38336
93,G5056,1997-11-23,315.44043,333.03745
94,G5056,1997-11-27,327.6269,330.0737
95,G5056,1997-11-30,329.49252,353.67526
96,G5056,1997-12-04,359.97705,379.44614
97,G5056,1997-12-07,379.4313,388.3761
98,G5056,1997-12-11,384.80597,378.32587
99,G5056,1997-12-14,377.63312,362.8864
100,G5056,1997-12-18,357.1915,341.2085
101,G5056,1997-12-21,341.16174,321.34525
102,G5056,1997-12-25,312.20383,290.80405
103,G5056,1997-12-28,289.3442,277.48352
104,G5056,1998-01-02,280.18845,297.44913
105,G5056,1998-01-05,296.43973,291.811
106,G5056,1998-01-09,285.04294,268.6015
107,G5056,1998-01-12,267.42712,253.01604
108,G5056,1998-01-16,245.9521,220.92471
109,G5056,1998-01-19,220.96188,192.06754
110,G5056,1998-01-23,182.81972,161.01564
111,G5056,1998-01-26,160.92569,147.6302
112,G5056,1998-01-30,144.43121,137.16905
113,G5056,1998-02-02,137.07466,131.87822
114,G5056,1998-02-06,130.79437,129.66344
115,G5056,1998-02-09,129.49503,128.2905
116,G5056,1998-02-13,126.63393,118.765236
117,G5056,1998-02-16,118.5829,106.49031
118,G5056,1998-02-20,101.93976,89.14995
119,G5056,1998-02-23,89.00777,77.11303
120,G5056,1998-02-27,71.945366,60.22335
121,G5056,1998-03-02,60.16437,50.95172
122,G5056,1998-03-06,47.67088,41.705982
123,G5056,1998-03-09,42.51109,39.017345
124,G5056,1998-03-13,38.784958,42.904896
125,G5056,1998-03-16,42.61995,52.8865
126,G5056,1998-03-20,57.65563,72.886154
127,G5056,1998-03-23,72.2257,87.45261
128,G5056,1998-03-27,91.6329,105.19578
129,G5056,1998-03-30,104.06393,117.084526
130,G5056,1998-04-03,124.41084,130.61359
131,G5056,1998-04-06,129.5084,128.11113
132,G5056,1998-04-10,122.67665,107.7772
133,G5056,1998-04-13,110.75695,93.017975
134,G5056,1998-04-17,89.06376,81.38036
135,G5056,1998-04-20,79.39303,84.40531
136,G5056,1998-04-24,90.66728,127.80909
137,G5056,1998-04-27,127.67411,162.84715
138,G5056,1998-05-01,170.76178,202.09932
139,G5056,1998-05-04,192.85532,228.92262
140,G5056,1998-05-08,243.07385,263.6723
141,G5056,1998-05-11,267.28955,279.25098
142,G5056,1998-05-15,266.60822,305.23114
143,G5056,1998-05-18,304.02798,336.18832
144,G5056,1998-05-22,341.04453,347.5297
145,G5056,1998-05-25,344.65738,369.89557
146,G5056,1998-05-29,367.7878,370.0713
147,G5056,1998-06-01,373.02344,340.24585
148,G5056,1998-06-05,330.32086,287.16635
149,G5056,1998-06-08,283.05508,254.12614
150,G5056,1998-06-12,248.71698,267.74796
151,G5056,1998-06-15,264.48102,282.1414
152,G5056,1998-06-19,275.71317,261.20862
153,G5056,1998-06-22,254.14755,229.67444
154,G5056,1998-06-26,219.49069,208.00548
155,G5056,1998-06-29,197.96336,187.90773
156,G5056,1998-07-03,194.9234,199.27863
157,G5056,1998-07-06,182.62096,206.7972
158,G5056,1998-07-10,192.03847,188.33186
159,G5056,1998-07-13,190.41699,195.10222
160,G5056,1998-07-17,202.01859,201.95702
161,G5056,1998-07-20,194.75241,211.91862
162,G5056,1998-07-24,212.67764,280.72406
163,G5056,1998-07-27,302.23126,355.66623
164,G5056,1998-07-31,367.89764,344.79388
165,G5056,1998-08-03,326.3554,293.65683
166,G5056,1998-08-07,282.98264,269.0901
167,G5056,1998-08-10,264.51685,250.07784
168,G5056,1998-08-14,260.01398,250.17249
169,G5056,1998-08-17,229.47906,223.88297
170,G5056,1998-08-21,226.23622,231.7416
171,G5056,1998-08-24,216.80348,205.25548
172,G5056,1998-08-28,196.87209,211.79955
173,G5056,1998-08-31,200.61674,214.38882
174,G5056,1998-09-04,209.66362,201.7638
175,G5056,1998-09-07,197.59958,171.92996
176,G5056,1998-09-11,158.8789,142.42683
177,G5056,1998-09-14,134.95403,127.3841
178,G5056,1998-09-18,125.51514,118.764565
179,G5056,1998-09-21,113.95915,103.84813
180,G5056,1998-09-25,104.80508,100.71692
181,G5056,1998-09-28,94.8176,100.327774
182,G5056,1998-10-02,110.7994,138.66786
183,G5056,1998-10-05,122.17721,173.6744
184,G5056,1998-10-09,182.38535,220.12946
