ID,Country,station,location,lon,lat,rl2,rl5,rl10,rl20,Q10,Q20,Q30,Q50,Q80,Q90
G4986,Sudan,G4986,Na,29.05,9.75,,,,,,,,,,
G4987,Sudan,G4987,Na,32.75,9.75,,,,,,,,,,
G4988,Sudan,G4988,Na,32.85,9.75,,,,,,,,,,
G4989,Nigeria,G4989,Na,5.85,9.65,,,,,,,,,,
G4990,Nigeria,G4990,Na,5.95,9.65,,,,,,,,,,
G4991,Central African Republic,G4991,Na,21.45,9.65,,,,,,,,,,
G4992,Abyei Region (disputed territory),G4992,Na,28.45,9.65,,,,,,,,,,
G4993,Nigeria,G4993,Na,12.05,9.55,,,,,,,,,,
G4994,Nigeria,G4994,Na,12.15,9.55,,,,,,,,,,
G4995,Abyei Region (disputed territory),G4995,Na,28.35,9.55,,,,,,,,,,
G4996,Sudan,G4996,Na,30.35,9.55,,,,,,,,,,
G4997,Sudan,G4997,Na,30.35,9.45,,,,,,,,,,
G4998,Sudan,G4998,Na,30.45,9.45,,,,,,,,,,
G4999,Sudan,G4999,Na,31.05,9.45,,,,,,,,,,
G5000,Chad,G5000,Na,20.45,9.35,,,,,,,,,,
G5001,Chad,G5001,Na,20.55,9.35,,,,,,,,,,
G5002,Sudan,G5002,Na,31.15,9.35,,,,,,,,,,
G5003,Sudan,G5003,Na,31.45,9.35,,,,,,,,,,
G5004,Cameroon,G5004,Na,12.95,9.25,,,,,,,,,,
G5005,Cameroon,G5005,Na,13.05,9.25,,,,,,,,,,
G5006,Cameroon,G5006,Na,13.65,9.25,,,,,,,,,,
G5007,Sudan,G5007,Na,29.05,9.25,,,,,,,,,,
G5008,Sudan,G5008,Na,29.65,9.25,,,,,,,,,,
G5009,Sudan,G5009,Na,31.65,9.25,,,,,,,,,,
G5010,Sudan,G5010,Na,31.75,9.25,,,,,,,,,,
G5011,Cameroon,G5011,Na,13.65,9.15,,,,,,,,,,
G5012,Chad,G5012,Na,18.45,9.15,,,,,,,,,,
G5013,Sudan,G5013,Na,26.75,9.15,,,,,,,,,,
G5014,Sudan,G5014,Na,29.45,9.15,,,,,,,,,,
G5015,Sudan,G5015,Na,29.65,9.15,,,,,,,,,,
G5016,Sudan,G5016,Na,31.75,9.15,,,,,,,,,,
G5019,Sudan,G5019,Na,26.85,9.05,,,,,,,,,,
G5020,Sudan,G5020,Na,29.05,9.05,,,,,,,,,,
G5021,Sudan,G5021,Na,29.35,9.05,,,,,,,,,,
G5022,Chad,G5022,Na,16.55,8.95,,,,,,,,,,
G5024,Nigeria,G5024,Na,5.65,8.85,,,,,,,,,,
G5025,Nigeria,G5025,Na,5.85,8.85,,,,,,,,,,
G5026,Nigeria,G5026,Na,10.75,8.85,,,,,,,,,,
G5027,Nigeria,G5027,Na,10.95,8.85,,,,,,,,,,
G5029,Ghana,G5029,Na,-1.05,8.75,,,,,,,,,,
G5030,Nigeria,G5030,Na,6.15,8.75,,,,,,,,,,
G5031,Cameroon,G5031,Na,13.95,8.75,,,,,,,,,,
G5032,Ghana,G5032,Na,-1.05,8.65,,,,,,,,,,
G5033,Nigeria,G5033,Na,10.35,8.65,,,,,,,,,,
G5034,Central African Republic,G5034,Na,19.15,8.65,,,,,,,,,,
G5035,Sudan,G5035,Na,29.15,8.65,,,,,,,,,,
G5036,Sudan,G5036,Na,29.25,8.65,,,,,,,,,,
G5037,Sudan,G5037,Na,29.35,8.65,,,,,,,,,,
G5039,Nigeria,G5039,Na,10.35,8.55,,,,,,,,,,
G5040,Central African Republic,G5040,Na,19.05,8.55,,,,,,,,,,
G5041,Sudan,G5041,Na,29.25,8.55,,,,,,,,,,
G5042,Central African Republic,G5042,Na,19.05,8.45,,,,,,,,,,
G5043,Central African Republic,G5043,Na,19.15,8.45,,,,,,,,,,
G5044,Sudan,G5044,Na,33.25,8.45,,,,,,,,,,
G5045,Nigeria,G5045,Na,10.05,8.35,,,,,,,,,,
G5046,Sudan,G5046,Na,33.15,8.35,,,,,,,,,,
G5048,Nigeria,G5048,Na,6.65,8.25,,,,,,,,,,
G5049,Nigeria,G5049,Na,6.75,8.25,,,,,,,,,,
G5050,Nigeria,G5050,Na,10.05,8.25,,,,,,,,,,
G5051,Sudan,G5051,Na,29.85,8.15,,,,,,,,,,
G5054,Sudan,G5054,Na,29.75,8.05,,,,,,,,,,
G5055,Sudan,G5055,Na,33.05,8.05,,,,,,,,,,
G5056,Ethiopia,G5056,Na,33.15,8.05,403.74676513671875,491.1005554199219,566.6427714029948,604.4138793945312,282.7459350585937,306.36939697265626,339.04011230468745,377.8080139160156,423.68041992187506,491.13862915039067
G5059,Chad,G5059,Na,17.75,7.85,,,,,,,,,,
G5061,Sudan,G5061,Na,32.95,7.75,,,,,,,,,,
G5062,Sudan,G5062,Na,33.05,7.75,,,,,,,,,,
G5067,Togo,G5067,Reservoir Nangbeto,1.45,7.45,,,,,,,,,,
G5068,Ethiopia,G5068,Na,42.05,7.65,369.4870300292969,652.5377807617188,897.315694173177,1019.7046508789062,142.55823669433593,149.1867706298828,156.79111328124998,197.8168487548828,421.10477905273444,609.380096435547
G5072,Sudan,G5072,Na,27.95,7.55,,,,,,,,,,
G5073,Sudan,G5073,Na,28.15,7.55,,,,,,,,,,
G5074,Sudan,G5074,Na,32.95,7.55,,,,,,,,,,
G5075,Sudan,G5075,Na,33.05,7.55,,,,,,,,,,
G5076,Ethiopia,G5076,Na,41.95,7.55,3192.5654296875,3534.38671875,3829.9884440104165,3977.789306640625,1771.56669921875,2138.990185546875,2316.924853515625,2824.35546875,3045.096728515625,3443.9356445312505
G5077,Sudan,G5077,Na,29.65,7.45,,,,,,,,,,
G5078,Sudan,G5078,Na,29.75,7.45,,,,,,,,,,
G5079,Sudan,G5079,Na,30.45,7.45,,,,,,,,,,
G5080,Sudan,G5080,Na,30.65,7.35,,,,,,,,,,
G5081,Ethiopia,G5081,Na,42.15,7.35,3285.805419921875,3735.096435546875,4123.636311848958,4317.90625,1835.4241943359375,2156.84306640625,2346.919677734375,2843.937744140625,3134.779150390625,3756.625439453125
G5082,Ethiopia,G5082,Na,42.25,7.35,84.53252410888672,156.02813720703125,217.8564453125,248.77059936523438,19.02113609313965,24.50960350036621,33.80096282958984,56.39765167236328,83.83028411865236,136.89676513671878
G5084,Somalia,G5084,Na,47.25,7.25,,,,,,,,,,
G5087,Republic of Liberia,G5087,St.John River at Mount Finlay (06SJ002),-10.15,7.05,,,,,,,,,,
G5090,Central African Republic,G5090,Na,22.05,6.75,,,,,,,,,,
G5091,Central African Republic,G5091,Na,22.15,6.75,,,,,,,,,,
G5092,Sudan,G5092,Na,33.05,6.75,,,,,,,,,,
G5093,Sudan,G5093,Na,33.15,6.75,,,,,,,,,,
G5094,Nigeria,G5094,Na,3.35,6.65,,,,,,,,,,
G5095,Sudan,G5095,Na,32.85,6.65,,,,,,,,,,
G5096,Ghana,G5096,Na,0.15,6.05,,,,,,,,,,
G5097,Nigeria,G5097,Na,3.55,6.55,,,,,,,,,,
G5098,Sudan,G5098,Na,32.95,6.55,,,,,,,,,,
G5099,Somalia,G5099,Na,48.75,6.45,,,,,,,,,,
G5100,Sudan,G5100,Na,31.35,6.35,,,,,,,,,,
G5101,Somalia,G5101,Na,47.25,6.35,,,,,,,,,,
G5102,Somalia,G5102,Na,48.65,6.35,,,,,,,,,,
G5105,Nigeria,G5105,Na,8.45,6.25,,,,,,,,,,
G5106,Sudan,G5106,Na,31.55,6.25,,,,,,,,,,
G5107,Somalia,G5107,Na,47.15,6.25,,,,,,,,,,
G5108,Republic of Liberia,G5108,St.John River at Frank Diggs (06SJ001),-9.45,6.55,,,,,,,,,,
G5111,Republic of Liberia,G5111,Mano Kongo (01MA003)=,-11.05,7.35,,,,,,,,,,
G5112,Nigeria,G5112,Na,8.45,6.05,,,,,,,,,,
G5114,Central African Republic,G5114,Na,24.45,5.75,,,,,,,,,,
G5115,Ethiopia,G5115,Na,40.85,5.75,1520.287353515625,1783.8065185546875,2011.6938069661458,2125.637451171875,1269.3998046875001,1303.876025390625,1339.9197265624998,1462.7940673828125,1616.599755859375,1697.9927978515625
G5116,Somalia,G5116,Na,48.25,5.75,,,,,,,,,,
G5117,Central African Republic,G5117,Na,24.25,5.65,,,,,,,,,,
G5118,Ethiopia,G5118,Na,40.85,5.65,860.5435180664062,1036.8057861328125,1189.2346598307292,1265.4490966796875,637.1684936523437,705.57109375,757.3428955078125,828.6470947265625,982.2738647460938,1075.8986083984375
G5119,Somalia,G5119,Na,48.25,5.65,,,,,,,,,,
G5120,Cameroon,G5120,Na,12.75,6.25,,,,,,,,,,
G5122,Cameroon,G5122,Na,13.45,5.35,,,,,,,,,,
G5124,Central African Republic,G5124,Na,19.35,5.15,,,,,,,,,,
G5125,Central African Republic,G5125,Na,24.45,5.15,,,,,,,,,,
G5126,Central African Republic,G5126,Na,19.35,5.05,,,,,,,,,,
G5127,Central African Republic,G5127,Na,19.95,5.05,,,,,,,,,,
G5128,Central African Republic,G5128,Na,24.55,5.05,,,,,,,,,,
G5131,Central African Republic,G5131,Na,20.05,4.95,,,,,,,,,,
G5132,Central African Republic,G5132,Na,23.85,4.95,,,,,,,,,,
G5135,Central African Republic,G5135,Na,23.95,4.85,,,,,,,,,,
G5136,Cameroon,G5136,Na,11.25,4.45,,,,,,,,,,
G5137,Cameroon,G5137,Mbalmayo,11.55,3.55,,,,,,,,,,
G5139,Central African Republic,G5139,Na,18.45,4.35,,,,,,,,,,
G5140,Central African Republic,G5140,Na,22.05,4.35,,,,,,,,,,
G5141,Ethiopia,G5141,Na,41.95,4.35,2268.956787109375,2708.761962890625,3089.098876953125,3279.267333984375,1995.8260253906249,2039.3770263671877,2126.044482421875,2333.960205078125,2500.032470703125,2799.6431152343753
G5142,Ethiopia,G5142,Na,42.05,4.35,443.62860107421875,609.3217163085938,752.6105346679688,824.2549438476562,287.696142578125,305.4343505859375,360.72480468749995,410.3746032714844,463.11972656250003,650.1056030273439
G5144,Congo,G5144,Na,22.55,4.25,,,,,,,,,,
G5145,Ethiopia,G5145,Na,42.05,4.25,2523.257568359375,3067.432861328125,3538.0269368489585,3773.323974609375,2110.3375,2238.56572265625,2393.523388671875,2571.630859375,2762.577001953125,2995.742626953125
G5146,Central African Republic,G5146,Na,22.15,4.15,,,,,,,,,,
G5147,Congo,G5147,Na,22.55,4.15,,,,,,,,,,
G5151,Congo,G5151,Na,22.55,4.05,,,,,,,,,,
G5152,Somalia,G5152,Na,41.95,4.05,,,,,,,,,,
G5158,Central African Republic,G5158,Na,18.55,3.75,,,,,,,,,,
G5159,Congo,G5159,Na,26.25,3.75,,,,,,,,,,
G5160,Congo,G5160,Na,28.65,3.75,,,,,,,,,,
G5161,Sudan,G5161,Na,31.95,3.75,,,,,,,,,,
G5162,Congo,G5162,Na,25.35,3.65,,,,,,,,,,
G5163,Sudan,G5163,Na,31.95,3.65,,,,,,,,,,
G5164,Congo,G5164,Na,25.35,3.55,,,,,,,,,,
G5165,Congo,G5165,Na,26.15,3.55,,,,,,,,,,
G5166,Congo,G5166,Na,28.55,3.55,,,,,,,,,,
G5170,Kenya,G5170,Na,36.05,3.15,2580.4326171875,2952.514404296875,3274.284912109375,3435.170166015625,1744.34970703125,2161.328271484375,2194.4739746093746,2285.913818359375,2641.8447265625,2716.08623046875
G5171,Kenya,G5171,Na,36.15,2.95,1408.716796875,1655.4324951171875,1868.7883707682292,1975.46630859375,1099.928173828125,1145.1357666015624,1214.6230712890624,1382.248779296875,1506.4777099609375,1699.9828369140625
G5172,Congo,G5172,Na,18.45,2.85,,,,,,,,,,
G5173,Kenya,G5173,Na,37.45,2.85,258.8392028808594,460.0597229003906,634.0721130371094,721.0783081054688,62.28648834228515,121.08108367919922,157.83385620117187,220.59632873535156,359.3591552734376,403.8708190917969
G5174,Congo,G5174,Na,18.55,2.75,,,,,,,,,,
G5177,Congo,G5177,Na,18.15,2.45,,,,,,,,,,
G5178,Congo,G5178,Na,18.25,2.45,,,,,,,,,,
G5179,Uganda,G5179,Na,31.45,2.25,5238.25146484375,6543.509765625,7672.276692708333,8236.66015625,3053.63994140625,3419.742138671875,3696.246630859375,4377.88134765625,4865.42529296875,5536.271484375001
G5180,Cameroon,G5180,Na,15.15,2.15,,,,,,,,,,
G5181,Congo,G5181,Na,22.65,2.15,,,,,,,,,,
G5184,Cameroon,G5184,Na,15.15,2.05,,,,,,,,,,
G5185,Congo,G5185,Na,22.65,2.05,,,,,,,,,,
G5186,Congo,G5186,Na,19.85,1.95,,,,,,,,,,
G5187,Congo,G5187,Na,19.85,1.85,,,,,,,,,,
G5188,Congo,G5188,Na,16.05,1.75,,,,,,,,,,
G5189,Congo,G5189,Na,26.95,1.75,,,,,,,,,,
G5190,Somalia,G5190,Na,41.55,1.75,,,,,,,,,,
G5191,Somalia,G5191,Na,41.65,1.75,,,,,,,,,,
G5192,Congo,G5192,Na,16.15,1.65,,,,,,,,,,
G5193,Congo,G5193,Na,27.05,1.65,,,,,,,,,,
G5194,Uganda,G5194,Na,32.15,1.65,5018.4443359375,6280.46142578125,7371.834147135416,7917.5205078125,2983.8794921875,3327.896484375,3635.088427734375,4321.8779296875,4734.628027343751,5470.8626953125
G5195,Uganda,G5195,Na,32.05,1.55,159.73004150390625,238.3760986328125,306.38800048828125,340.3939514160156,69.44609832763672,87.10115814208984,96.35210571289062,112.66674041748047,148.7785186767578,205.2801666259766
G5196,Uganda,G5196,Uganda Gauge,33.85,1.75,71.03860473632812,125.26951599121094,172.16757710774738,195.61660766601562,3.0994358062744145,18.010180664062503,40.11965408325195,51.057777404785156,101.9907699584961,117.0333038330078
G5197,Kenya,G5197,Na,38.75,1.45,194.83187866210938,341.4141540527344,468.17621866861975,531.5572509765625,76.7032485961914,105.56669464111329,120.77981719970704,143.2895050048828,241.8096069335939,311.1826110839844
G5198,Kenya,G5198,Na,38.85,1.45,43.298095703125,97.02236938476562,143.48228963216144,166.71224975585938,1.9659630298614506,5.21016049385071,12.06952781677246,20.759567260742188,81.1878646850586,87.87786560058595
G5199,Congo,G5199,Na,19.95,1.35,,,,,,,,,,
G5200,Uganda,G5200,Magoro Ngariam,33.95,1.65,487.257568359375,651.2372436523438,793.0443725585938,863.9479370117188,337.82460327148436,353.4478271484375,381.1331481933594,430.6738586425781,571.9064086914063,656.1980957031251
G5201,Somalia,G5201,Na,43.75,1.35,,,,,,,,,,
G5202,Somalia,G5202,Na,43.85,1.35,,,,,,,,,,
G5203,Congo,G5203,Na,23.65,1.25,,,,,,,,,,
G5204,Congo,G5204,Na,28.35,1.25,,,,,,,,,,
G5205,Congo,G5205,Na,19.95,1.15,,,,,,,,,,
G5206,Congo,G5206,Na,23.65,1.15,,,,,,,,,,
G5207,Congo,G5207,Na,28.35,1.15,,,,,,,,,,
G5208,Kenya,G5208,Na,39.25,1.15,194.5543975830078,351.85699462890625,487.8898722330729,555.9063110351562,68.37335510253907,101.01011962890624,121.80381317138671,158.34283447265625,217.40484313964845,343.4311096191407
G5210,Kenya,G5210,Na,39.25,1.05,724.7024536132812,1073.7401123046875,1375.5823974609375,1526.5035400390625,399.4320190429687,456.6765319824219,511.8205200195312,737.8685913085938,1199.3783447265628,1607.4468261718753
G5212,Somalia,G5212,Na,41.35,0.85,,,,,,,,,,
G5213,Somalia,G5213,Na,41.85,0.85,,,,,,,,,,
G5214,Congo,G5214,Na,18.35,0.75,,,,,,,,,,
G5215,Congo,G5215,Na,18.45,0.75,,,,,,,,,,
G5216,Congo,G5216,Na,24.25,0.75,,,,,,,,,,
G5217,Congo,G5217,Na,24.35,0.75,,,,,,,,,,
G5218,Somalia,G5218,Na,41.75,0.75,,,,,,,,,,
G5219,Congo,G5219,Na,25.15,0.65,,,,,,,,,,
G5220,Congo,G5220,Na,25.25,0.65,,,,,,,,,,
G5221,Somalia,G5221,Na,41.35,0.65,,,,,,,,,,
G5222,Somalia,G5222,Na,42.05,0.65,,,,,,,,,,
G5223,Congo,G5223,Na,25.15,0.55,,,,,,,,,,
G5224,Somalia,G5224,Na,41.95,0.55,,,,,,,,,,
G5225,Congo,G5225,Na,17.95,0.45,,,,,,,,,,
G5226,Congo,G5226,Na,18.05,0.45,,,,,,,,,,
G5227,Congo,G5227,Na,25.25,0.45,,,,,,,,,,
G5228,Somalia,G5228,Na,42.75,0.35,,,,,,,,,,
G5229,Somalia,G5229,Na,42.85,0.35,,,,,,,,,,
G5230,Uganda,G5230,Na,33.15,0.25,8948.9912109375,11247.5009765625,13235.2177734375,14229.076171875,5643.037207031251,6483.0048828125,6938.08828125,7556.587890625,9403.796484375001,10791.745703125001
G5231,Congo,G5231,Na,16.05,0.15,,,,,,,,,,
G5232,Congo,G5232,Na,16.25,0.15,,,,,,,,,,
G5233,Congo,G5233,Na,18.25,0.15,,,,,,,,,,
G5234,Congo,G5234,Na,18.35,0.15,,,,,,,,,,
G5236,Congo,G5236,Na,15.95,0.05,,,,,,,,,,
G5237,Congo,G5237,Na,16.25,0.05,,,,,,,,,,
G5238,Congo,G5238,Na,18.35,0.05,,,,,,,,,,
G5239,Somalia,G5239,Na,42.55,0.05,,,,,,,,,,
G5242,Congo,G5242,Na,25.55,-0.05,,,,,,,,,,
G5243,Congo,G5243,Na,25.65,-0.05,,,,,,,,,,
G5244,Somalia,G5244,Jamaame,42.65,-0.05,,,,,,,,,,
G5248,Gabon,G5248,Na,12.25,-0.15,,,,,,,,,,
G5251,Gabon,G5251,Na,12.15,-0.25,,,,,,,,,,
G5252,Congo,G5252,Na,19.15,-0.25,,,,,,,,,,
G5253,Congo,G5253,Na,19.95,-0.25,,,,,,,,,,
G5254,Congo,G5254,Na,20.85,-0.25,,,,,,,,,,
G5260,Congo,G5260,Na,19.95,-0.35,,,,,,,,,,
G5261,Congo,G5261,Na,20.85,-0.35,,,,,,,,,,
G5264,Congo,G5264,Na,19.15,-0.45,,,,,,,,,,
G5267,Gabon,G5267,Na,10.25,-0.55,,,,,,,,,,
G5268,Congo,G5268,Na,17.65,-0.55,,,,,,,,,,
G5269,Congo,G5269,Na,17.75,-0.55,,,,,,,,,,
G5272,Gabon,G5272,Na,10.35,-0.65,,,,,,,,,,
G5273,Congo,G5273,Na,16.65,-0.65,,,,,,,,,,
G5276,Congo,G5276,Na,16.55,-0.75,,,,,,,,,,
G5277,Congo,G5277,Na,17.15,-0.75,,,,,,,,,,
G5278,Congo,G5278,Na,17.25,-0.75,,,,,,,,,,
G5281,Congo,G5281,Na,27.25,-1.05,,,,,,,,,,
G5283,Congo,G5283,Na,16.75,-1.15,,,,,,,,,,
G5284,Congo,G5284,Na,16.85,-1.15,,,,,,,,,,
G5285,Congo,G5285,Na,16.75,-1.25,,,,,,,,,,
G5286,Congo,G5286,Na,16.85,-1.25,,,,,,,,,,
G5287,Congo,G5287,Na,27.45,-1.25,,,,,,,,,,
G5297,Congo,G5297,Na,25.75,-1.45,,,,,,,,,,
G5298,Congo,G5298,Na,25.85,-1.45,,,,,,,,,,
G5299,Kenya,G5299,Na,37.75,-0.75,486.2330322265625,716.1529541015625,914.984130859375,1014.3997192382812,140.42176208496096,266.3128143310547,301.58558959960936,349.9623107910156,573.0388549804687,721.14853515625
G5303,Congo,G5303,Na,16.55,-1.55,,,,,,,,,,
G5304,Congo,G5304,Na,16.65,-1.55,,,,,,,,,,
G5305,Kenya,G5305,Na,39.95,-1.55,141.75421142578125,316.9171142578125,468.395263671875,544.1343383789062,0.9535449504852298,4.917029142379762,18.94167327880859,61.152549743652344,205.2742889404297,502.34189453125026
G5315,Congo,G5315,Na,18.45,-1.75,,,,,,,,,,
G5316,Congo,G5316,Na,25.75,-1.75,,,,,,,,,,
G5317,Congo,G5317,Na,25.85,-1.75,,,,,,,,,,
G5326,Kenya,G5326,Na,40.15,-1.95,948.772216796875,1484.610107421875,1947.9945475260415,2179.686767578125,255.96113891601567,435.31414184570315,655.1129150390625,855.1994018554688,1685.4442626953128,1834.8193359375
G5331,Congo,G5331,Na,16.35,-2.05,,,,,,,,,,
G5332,Kenya,G5332,Na,40.05,-2.05,84.82398223876953,178.5171356201172,259.54151916503906,300.0537109375,0.11849080782849353,5.3685443878173835,7.808523559570312,44.22228240966797,105.50045318603517,161.9056396484375
G5342,Rwanda,G5342,Na,30.65,-2.35,,,,,,,,,,
G5347,Tanzania,G5347,Na,30.75,-2.45,,,,,,,,,,
G5359,Congo,G5359,Na,18.15,-2.75,,,,,,,,,,
G5360,Congo,G5360,Na,25.95,-2.75,,,,,,,,,,
G5362,Congo,G5362,Na,16.15,-2.85,,,,,,,,,,
G5363,Congo,G5363,Na,25.95,-2.85,,,,,,,,,,
G5364,Congo,G5364,Na,16.05,-2.95,,,,,,,,,,
G5370,Congo,G5370,Na,16.15,-3.05,,,,,,,,,,
G5371,Congo,G5371,Na,17.05,-3.05,,,,,,,,,,
G5373,Congo,G5373,Na,16.25,-3.15,,,,,,,,,,
G5374,Congo,G5374,Na,17.05,-3.15,,,,,,,,,,
G5377,Congo,G5377,Na,17.45,-3.25,,,,,,,,,,
G5381,Congo,G5381,Na,12.65,-3.35,,,,,,,,,,
G5382,Congo,G5382,Na,17.35,-3.35,,,,,,,,,,
G5386,Congo,G5386,Na,17.35,-3.45,,,,,,,,,,
G5387,Congo,G5387,Na,17.45,-3.45,,,,,,,,,,
G5388,Congo,G5388,Na,12.65,-3.55,,,,,,,,,,
G5403,Congo,G5403,Na,18.05,-3.85,,,,,,,,,,
G5407,Congo,G5407,Na,17.95,-3.95,,,,,,,,,,
G5408,Congo,G5408,Na,17.05,-4.05,,,,,,,,,,
G5409,Congo,G5409,Na,17.15,-4.05,,,,,,,,,,
G5410,Congo,G5410,Na,21.45,-4.05,,,,,,,,,,
G5411,Congo,G5411,Na,21.45,-4.15,,,,,,,,,,
G5412,Congo,G5412,Na,23.05,-4.15,,,,,,,,,,
G5414,Congo,G5414,Na,20.45,-4.25,,,,,,,,,,
G5415,Congo,G5415,Na,23.05,-4.25,,,,,,,,,,
G5420,Congo,G5420,Na,20.05,-4.35,,,,,,,,,,
G5421,Congo,G5421,Na,20.15,-4.35,,,,,,,,,,
G5422,Congo,G5422,Na,20.45,-4.35,,,,,,,,,,
G5428,Tanzania,G5428,Na,31.45,-4.55,,,,,,,,,,
G5431,Congo,G5431,Na,15.25,-4.35,,,,,,,,,,
G5432,Tanzania,G5432,Na,31.55,-4.65,,,,,,,,,,
G5436,Congo,G5436,Na,26.95,-4.75,,,,,,,,,,
G5440,Congo,G5440,Na,14.95,-4.85,,,,,,,,,,
G5441,Congo,G5441,Na,18.65,-4.85,,,,,,,,,,
G5442,Congo,G5442,Na,26.95,-4.85,,,,,,,,,,
G5443,Congo,G5443,Na,18.75,-4.95,,,,,,,,,,
G5444,Congo,G5444,Na,23.55,-4.95,,,,,,,,,,
G5445,Tanzania,G5445,Na,30.95,-4.95,,,,,,,,,,
G5446,Tanzania,G5446,Na,31.05,-4.95,,,,,,,,,,
G5448,Congo,G5448,Na,21.15,-5.05,,,,,,,,,,
G5449,Congo,G5449,Na,23.45,-5.05,,,,,,,,,,
G5450,Tanzania,G5450,Na,37.45,-3.85,,,,,,,,,,
G5455,Congo,G5455,Na,21.05,-5.15,,,,,,,,,,
G5456,Tanzania,G5456,Na,30.75,-5.15,,,,,,,,,,
G5457,Tanzania,G5457,Na,38.25,-5.15,,,,,,,,,,
G5461,Tanzania,G5461,Na,30.75,-5.25,,,,,,,,,,
G5465,Congo,G5465,Na,19.05,-5.45,,,,,,,,,,
G5473,Congo,G5473,Na,26.85,-5.75,,,,,,,,,,
G5476,Congo,G5476,Na,16.45,-5.85,,,,,,,,,,
G5477,Congo,G5477,Na,27.05,-5.85,,,,,,,,,,
G5480,Angola,G5480,Na,16.55,-5.95,,,,,,,,,,
G5481,Congo,G5481,Na,23.65,-6.05,,,,,,,,,,
G5484,Congo,G5484,Na,23.85,-6.15,,,,,,,,,,
G5485,Congo,G5485,Na,19.55,-6.25,,,,,,,,,,
G5489,Congo,G5489,Na,19.65,-6.35,,,,,,,,,,
G5491,Congo,G5491,Na,20.75,-6.45,,,,,,,,,,
G5492,Congo,G5492,Na,20.85,-6.45,,,,,,,,,,
G5493,Congo,G5493,Na,23.85,-6.45,,,,,,,,,,
G5494,Congo,G5494,Na,23.95,-6.45,,,,,,,,,,
G5495,Congo,G5495,Na,21.05,-6.55,,,,,,,,,,
G5496,Congo,G5496,Na,26.95,-6.55,,,,,,,,,,
G5499,Congo,G5499,Na,20.95,-6.65,,,,,,,,,,
G5500,Congo,G5500,Na,21.15,-6.65,,,,,,,,,,
G5502,Congo,G5502,Na,21.05,-6.75,,,,,,,,,,
G5504,Congo,G5504,Na,26.95,-6.85,,,,,,,,,,
G5505,Congo,G5505,Na,27.05,-6.85,,,,,,,,,,
G5507,Congo,G5507,Na,21.15,-7.05,,,,,,,,,,
G5508,Congo,G5508,Na,21.25,-7.05,,,,,,,,,,
G5509,Congo,G5509,Na,21.75,-7.05,,,,,,,,,,
G5510,Tanzania,G5510,Na,35.75,-7.05,,,,,,,,,,
G5511,Congo,G5511,Na,21.65,-7.15,,,,,,,,,,
G5512,Tanzania,G5512,Na,35.75,-7.15,,,,,,,,,,
G5520,Angola,G5520,Na,17.05,-7.45,,,,,,,,,,
G5521,Angola,G5521,Na,17.15,-7.45,,,,,,,,,,
G5524,Tanzania,G5524,Na,31.75,-7.55,,,,,,,,,,
G5528,Tanzania,G5528,Na,31.75,-7.65,,,,,,,,,,
G5530,Angola,G5530,Na,17.15,-7.75,,,,,,,,,,
G5531,Congo,G5531,Na,17.35,-7.75,,,,,,,,,,
G5532,Tanzania,G5532,Na,37.75,-7.85,,,,,,,,,,
G5533,Tanzania,G5533,Na,37.75,-7.95,,,,,,,,,,
G5536,Congo,G5536,Na,26.65,-8.15,,,,,,,,,,
G5537,Congo,G5537,Na,26.35,-8.25,,,,,,,,,,
G5538,Congo,G5538,Na,26.55,-8.25,,,,,,,,,,
G5539,Congo,G5539,Na,26.45,-8.35,,,,,,,,,,
G5540,Angola,G5540,Na,17.45,-8.45,,,,,,,,,,
G5541,Angola,G5541,Na,17.65,-8.45,,,,,,,,,,
G5545,Tanzania,G5545,Na,37.25,-8.55,,,,,,,,,,
G5547,Tanzania,G5547,Na,37.35,-8.65,,,,,,,,,,
G5554,Congo,G5554,Na,25.65,-9.15,,,,,,,,,,
G5558,Congo,G5558,Na,25.55,-9.25,,,,,,,,,,
G5561,Angola,G5561,Na,14.25,-9.55,,,,,,,,,,
G5563,Angola,G5563,Na,14.35,-9.65,,,,,,,,,,
G5564,Congo,G5564,Na,27.15,-9.65,,,,,,,,,,
G5571,Angola,G5571,Na,16.55,-10.35,,,,,,,,,,
G5573,Angola,G5573,Na,16.45,-10.45,,,,,,,,,,
G5576,Angola,G5576,Na,16.65,-10.55,,,,,,,,,,
G5579,Angola,G5579,Na,16.55,-10.65,,,,,,,,,,
G5602,Tanzania,G5602,Na,38.35,-11.35,,,,,,,,,,
G5603,Mozambique,G5603,Na,38.45,-11.55,,,,,,,,,,
G5604,Zambia,G5604,Na,28.45,-11.65,2230.93212890625,3030.331787109375,3721.640380859375,4067.294677734375,1397.5973388671878,1752.7902587890626,1946.328125,2381.3916015625,3124.841162109375,3807.211425781251
G5607,Zambia,G5607,Na,29.85,-11.45,68.21572875976562,107.37168884277344,141.233159383138,158.1638946533203,20.778787231445314,27.421532821655276,37.28512954711914,60.61771011352539,92.08389282226567,121.16417083740234
G5608,Zambia,G5608,Na,29.75,-11.85,77.65928649902344,122.17433166503906,160.67025248209634,179.918212890625,19.264824676513673,33.14821319580078,43.011271667480464,61.468135833740234,131.14810180664062,140.85713806152344
G5614,Angola,G5614,Na,22.55,-12.15,,,,,,,,,,
G5615,Angola,G5615,Na,22.65,-12.15,,,,,,,,,,
