"pcode","date","zero_shifts","district","one_shift","two_shifts","three_shifts","rainfall_2days","rainfall_3days","rainfall_4days","rainfall_6days","rainfall_9days","anomaly","flood","F0031","F0032","F0033","F0034","F0035","F0036","F0037","F0038","F0039","F0040","F0041","F0042","G5196","G5200","G6106"
"21UGA013005",1999-01-01,0,"KATAKWI",3.26518164396286,2.83386601805687,1.00910277545452,3.26518164396286,6.09904766201973,7.10815043747425,17.8969993168116,18.6288107022643,0,NA,NA,NA,NA,70.80249,NA,NA,NA,NA,NA,NA,NA,NA,8.994942e-05,40.225426,0.36737674
"21UGA013005",1999-01-02,0,"KATAKWI",0,3.26518164396286,2.83386601805687,0,3.26518164396286,6.09904766201973,13.80578769207,17.4334630551934,0,NA,NA,NA,NA,60.770397,NA,NA,NA,NA,NA,NA,NA,NA,9.0167654e-05,28.090641,0.36393347
"21UGA013005",1999-01-03,0,"KATAKWI",0,0,3.26518164396286,0,0,3.26518164396286,4.27428441941738,18.0568843092024,0,NA,NA,NA,NA,60.770397,NA,NA,NA,NA,NA,NA,NA,NA,9.0167654e-05,28.090641,0.36393347
"21UGA013005",1999-01-04,0,"KATAKWI",0,0,0,0,0,0,2.83386601805687,21.3294549274445,0,NA,NA,NA,NA,60.770397,NA,NA,NA,NA,NA,NA,NA,NA,9.0167654e-05,28.090641,0.36393347
"21UGA013005",1999-01-05,0,"KATAKWI",0,0,0,0,0,0,3.26518164396286,11.9810244494677,0,NA,NA,NA,NA,56.369537,NA,NA,NA,NA,NA,NA,NA,NA,0.00021968035,24.71189,0.5060677
"21UGA013005",1999-01-06,0.0310728590253373,"KATAKWI",0,0,0,0.0310728590253373,0.0310728590253373,0.0310728590253373,0.0310728590253373,3.87404165253673,0,NA,NA,NA,NA,56.369537,NA,NA,NA,NA,NA,NA,NA,NA,0.00021968035,24.71189,0.5060677
"21UGA013005",1999-01-07,0.0189085033577932,"KATAKWI",0.0310728590253373,0,0,0.0499813623831305,0.0499813623831305,0.0499813623831305,0.0499813623831305,6.14902902440286,0,NA,NA,NA,NA,56.369537,NA,NA,NA,NA,NA,NA,NA,NA,0.00021968035,24.71189,0.5060677
"21UGA013005",1999-01-08,2.47555684438893,"KATAKWI",0.0189085033577932,0.0310728590253373,0,2.49446534774672,2.52553820677206,2.52553820677206,2.52553820677206,5.79071985073492,0,NA,NA,NA,NA,56.369537,NA,NA,NA,NA,NA,NA,NA,NA,0.00021968035,24.71189,0.5060677
"21UGA013005",1999-01-09,7.74611895453762,"KATAKWI",2.47555684438893,0.0189085033577932,0.0310728590253373,10.2216757989265,10.2405843022843,10.2716571613097,10.2716571613097,10.2716571613097,0,NA,NA,NA,NA,49.95389,NA,NA,NA,NA,NA,NA,NA,NA,0.00039219254,21.124048,0.6434623
"21UGA013005",1999-01-10,1.61449999070503,"KATAKWI",7.74611895453762,2.47555684438893,0.0189085033577932,9.36061894524265,11.8361757896316,11.8550842929894,11.8550842929894,11.8550842929894,0,NA,NA,NA,NA,49.95389,NA,NA,NA,NA,NA,NA,NA,NA,0.00039219254,21.124048,0.6434623
