gid;objectid;district_name;county_name;subcounty_name;pcode_district;subcounty_name_alternative;pcode_subcounty
1013;493;BUIKWE;LUGAZI MUNICIPALITY;NAJJEMBE DIVISION;21UGA011001;;21UGA01100106
1044;1321;BUIKWE;NJERU MUNICIPALITY;WAKISI DIVISION;21UGA011001;Wakisi;21UGA01100112
6730;1347;BUIKWE;BUIKWE;BUIKWE TOWN COUNCIL;21UGA011001;;21UGA01100102
1330;1552;BUIKWE;NJERU MUNICIPALITY;NYENGA DIVISION;21UGA011001;Nyenga;21UGA01100110
195;326;BUIKWE;BUIKWE;SSI BUKUNJA;21UGA011001;Ssi-Bukunja;21UGA01100111
2018;314;BUIKWE;BUIKWE;NGOGWE;21UGA011001;;21UGA01100107
745;862;BUIKWE;LUGAZI MUNICIPALITY;CENTRAL DIVISION;21UGA011001;;21UGA01100103
18;178;BUVUMA;BUVUMA;LWAJJE;21UGA011002;;21UGA01100207
146;284;BUVUMA;BUVUMA;BUSAMUZI;21UGA011002;;21UGA01100202
1134;165;BUVUMA;BUVUMA;BUWOOYA;21UGA011002;;21UGA01100204
874;721;BUVUMA;BUVUMA;BUVUMA TOWN COUNCIL;21UGA011002;;21UGA01100203
1220;1463;BUVUMA;BUVUMA;NAIRAMBI;21UGA011002;;21UGA01100209
74;230;BUVUMA;BUVUMA;LUBYA;21UGA011002;;21UGA01100206
658;1004;BUVUMA;BUVUMA;BWEEMA;21UGA011002;;21UGA01100205
2608;1104;BUVUMA;BUVUMA;LYABAANA;21UGA011002;;21UGA01100208
6937;1517;BUVUMA;BUVUMA;BUGAYA;21UGA011002;;21UGA01100201
112;266;KASSANDA;KASSANDA;BUKUYA;21UGA011003;;21UGA01100301
7111;1656;KASSANDA;KASSANDA;KIGANDA;21UGA011003;;21UGA01100304
3825;280;KASSANDA;KASSANDA;NALUTUNTU;21UGA011003;;21UGA01100309
7450;541;KASSANDA;KASSANDA;MANYOGASEKA;21UGA011003;;21UGA01100307
1069;1341;KASSANDA;KASSANDA;KALWANA;21UGA011003;;21UGA01100302
6772;1379;KASSANDA;KASSANDA;MYANZI;21UGA011003;;21UGA01100308
674;1025;KASSANDA;KASSANDA;KASSANDA;21UGA011003;;21UGA01100303
1537;1699;KASSANDA;KASSANDA;MAKOKOTO;21UGA011003;;21UGA01100306
89;241;KASSANDA;KASSANDA;KITUMBI;21UGA011003;;21UGA01100305
1117;1381;KAYUNGA;NTENJERU;NAZIGO;21UGA011004;;21UGA01100409
106;260;KAYUNGA;BBAALE;KAYONZA;21UGA011004;;21UGA01100405
6968;1546;KAYUNGA;BBAALE;BBAALE;21UGA011004;;21UGA01100401
6733;1350;KAYUNGA;NTENJERU;KANGULUMIRA;21UGA011004;;21UGA01100404
1026;7594;KAYUNGA;NTENJERU;BUSANA;21UGA011004;Busaana;21UGA01100402
175;310;KAYUNGA;BBAALE;GALIRAAYA;21UGA011004;Galiraya;21UGA01100403
1528;1695;KAYUNGA;BBAALE;KITIMBWA;21UGA011004;;21UGA01100408
2334;1766;KAYUNGA;NTENJERU;KAYUNGA TOWN COUNCIL;21UGA011004;;21UGA01100407
382;470;KAYUNGA;NTENJERU;KAYUNGA;21UGA011004;;21UGA01100406
3115;1505;KIBOGA;KIBOGA;KAPEKE;21UGA011005;;21UGA01100504
1097;1367;KIBOGA;KIBOGA;KIBOGA TOWN COUNCIL;21UGA011005;;21UGA01100506
554;882;KIBOGA;KIBOGA;BUKOMERO;21UGA011005;;21UGA01100501
501;710;KIBOGA;KIBOGA;DWANIRO;21UGA011005;;21UGA01100503
2567;1057;KIBOGA;KIBOGA;KIBIGA;21UGA011005;;21UGA01100505
6910;1486;KIBOGA;KIBOGA;LWAMATA;21UGA011005;;21UGA01100507
7194;1728;KIBOGA;KIBOGA;BUKOMERO TOWN COUNCIL;21UGA011005;;21UGA01100502
170;1230;KIBOGA;KIBOGA;MUWANGA;21UGA011005;;21UGA01100508
7122;1870;KYANKWANZI;KIBOGA;BYERIMA;21UGA011006;;21UGA01100604
7444;535;KYANKWANZI;KIBOGA;MULAGI;21UGA011006;;21UGA01100608
6938;1519;KYANKWANZI;KIBOGA;GAYAZA;21UGA011006;;21UGA01100605
1015;1299;KYANKWANZI;KIBOGA;BANANYWA;21UGA011006;;21UGA01100601
2075;360;KYANKWANZI;KIBOGA;NTWETWE  TOWN  COUNCIL;21UGA011006;Ntwetwe  Town Council;21UGA01100612
2243;483;KYANKWANZI;KIBOGA;NTWETWE;21UGA011006;;21UGA01100611
31;189;KYANKWANZI;KIBOGA;NSAMBYA;21UGA011006;;21UGA01100610
602;934;KYANKWANZI;KIBOGA;KYANKWANZI;21UGA011006;;21UGA01100606
654;998;KYANKWANZI;KIBOGA;BUTEMBA  TOWN COUNCIL;21UGA011006;Butemba Town Council;21UGA01100603
840;1203;KYANKWANZI;KIBOGA;WATTUBA;21UGA011006;;21UGA01100613
1446;1637;KYANKWANZI;KIBOGA;KYANKWANZI TOWN COUNCIL;21UGA011006;;21UGA01100607
6360;9411;KYANKWANZI;KIBOGA;BUTEMBA;21UGA011006;;21UGA01100602
273;380;KYANKWANZI;KIBOGA;NKANDWA;21UGA011006;;21UGA01100609
56;212;LUWERO;KATIKAMU;MAKULUBITA;21UGA011007;;21UGA01100710
33;191;LUWERO;KATIKAMU;BUTUNTUMULA;21UGA011007;;21UGA01100703
6941;1520;LUWERO;KATIKAMU;KATIKAMU;21UGA011007;;21UGA01100706
7391;1860;LUWERO;BAMUNANIKA;KIKYUSA;21UGA011007;;21UGA01100707
907;1223;LUWERO;BAMUNANIKA;KALAGALA;21UGA011007;;21UGA01100704
543;867;LUWERO;KATIKAMU;LUWERO;21UGA011007;;21UGA01100708
776;1137;LUWERO;KATIKAMU;BOMBO TOWN COUNCIL;21UGA011007;;21UGA01100702
689;974;LUWERO;BAMUNANIKA;ZIROBWE;21UGA011007;;21UGA01100713
66;223;LUWERO;BAMUNANIKA;KAMIRA;21UGA011007;;21UGA01100705
24;183;LUWERO;KATIKAMU;LUWERO TOWN COUNCIL;21UGA011007;Luweero Town Council;21UGA01100709
123;515;LUWERO;BAMUNANIKA;BAMUNANIKA;21UGA011007;;21UGA01100701
921;1228;LUWERO;KATIKAMU;NYIMBWA;21UGA011007;;21UGA01100711
68;225;LUWERO;KATIKAMU;WOBULENZI TOWN COUNCIL;21UGA011007;;21UGA01100712
1136;1399;MITYANA;MITYANA;NAMUNGO;21UGA011008;;21UGA01100812
6903;753;MITYANA;MITYANA;KIKANDWA;21UGA011008;;21UGA01100809
707;1059;MITYANA;BUSUJJU;MAANYI;21UGA011008;;21UGA01100810
2103;381;MITYANA;BUSUJJU;BUTAYUNJA;21UGA011008;;21UGA01100805
1962;1013;MITYANA;MITYANA;SSEKANYONYI;21UGA011008;;21UGA01100813
607;941;MITYANA;BUSUJJU;KAKINDU;21UGA011008;;21UGA01100807
294;395;MITYANA;MITYANA;KALANGALO;21UGA011008;Kalangaalo;21UGA01100808
70;1385;MITYANA;MITYANA MUNICIPALITY;CENTRAL DIVISION;21UGA011008;;21UGA01100806
323;422;MITYANA;MITYANA;BULERA;21UGA011008;;21UGA01100802
620;955;MITYANA;MITYANA MUNICIPALITY;BUSIMBI DIVISION;21UGA011008;;21UGA01100803
1291;1510;MITYANA;BUSUJJU;BANDA;21UGA011008;;21UGA01100801
604;935;MITYANA;MITYANA MUNICIPALITY;TTAMU DIVISION;21UGA011008;;21UGA01100814
918;1227;MITYANA;BUSUJJU;MALANGALA;21UGA011008;;21UGA01100811
408;1343;MITYANA;MITYANA;BUSUNJU TOWN COUNCIL;21UGA011008;;21UGA01100804
210;342;MUBENDE;BUWEKULA;MADUDU;21UGA011009;;21UGA01100909
3252;1607;MUBENDE;MUBENDE MUNICIPALITY;EASTERN DIVISION;21UGA011009;;21UGA01100903
1143;1406;MUBENDE;BUWEKULA;KITEGA;21UGA011009;Kitenga;21UGA01100907
23;182;MUBENDE;KASAMBYA;KIGANDO;21UGA011009;;21UGA01100906
1768;1872;MUBENDE;MUBENDE MUNICIPALITY;WESTERN DIVISION;21UGA011009;;21UGA01100912
1146;1413;MUBENDE;KASAMBYA;BAGEZZA;21UGA011009;;21UGA01100901
7218;1744;MUBENDE;KASAMBYA;NABINGOOLA;21UGA011009;;21UGA01100910
7152;1694;MUBENDE;KASAMBYA;KIBALINGA;21UGA011009;;21UGA01100905
83;238;MUBENDE;BUWEKULA;KIYUNI;21UGA011009;;21UGA01100908
129;307;MUBENDE;KASAMBYA;KASAMBYA;21UGA011009;;21UGA01100904
1547;1708;MUBENDE;MUBENDE MUNICIPALITY;SOUTHERN DIVISION;21UGA011009;;21UGA01100911
351;444;MUBENDE;BUWEKULA;BUTOOLOGO;21UGA011009;Butoloogo;21UGA01100902
423;497;MUKONO;NAKIFUMA;SEETA NAMUGANGA;21UGA011010;;21UGA01101015
474;695;MUKONO;NAKIFUMA;NAGOJJE;21UGA011010;;21UGA01101010
319;417;MUKONO;MUKONO MUNICIPALITY;CENTRAL DIVISION;21UGA011010;;21UGA01101001
352;445;MUKONO;NAKIFUMA;NABBAALE;21UGA011010;;21UGA01101009
1239;1472;MUKONO;NAKIFUMA;NTUNDA;21UGA011010;;21UGA01101014
2522;1012;MUKONO;MUKONO MUNICIPALITY;GOMA DIVISION;21UGA011010;;21UGA01101002
73;229;MUKONO;NAKIFUMA;KIMENYEDDE;21UGA011010;;21UGA01101004
6732;1349;MUKONO;MUKONO;KYAMPISI;21UGA011010;;21UGA01101006
1710;1810;MUKONO;NAKIFUMA;KASAWO;21UGA011010;;21UGA01101003
778;1141;MUKONO;MUKONO;MPATTA;21UGA011010;;21UGA01101007
668;1014;MUKONO;MUKONO;MPUNGE;21UGA011010;;21UGA01101008
1192;1442;MUKONO;MUKONO;NAKISUNGA;21UGA011010;;21UGA01101011
2032;327;MUKONO;MUKONO;KOOME;21UGA011010;Koome Island;21UGA01101005
1868;197;MUKONO;MUKONO;NAMA;21UGA011010;;21UGA01101012
2422;928;MUKONO;MUKONO;NTENJERU;21UGA011010;;21UGA01101013
625;964;NAKASEKE;NAKASEKE;KAPEEKA;21UGA011011;;21UGA01101102
1419;9491;NAKASEKE;NAKASEKE;KIKAMULO;21UGA011011;;21UGA01101104
1993;295;NAKASEKE;NAKASEKE;KINONI;21UGA011011;;21UGA01101105
1382;1580;NAKASEKE;NAKASEKE;SEMUTO;21UGA011011;;21UGA01101113
2472;971;NAKASEKE;NAKASEKE;KIWOKO TOWN COUNCIL;21UGA011011;;21UGA01101108
2159;419;NAKASEKE;NAKASEKE;WAKYATO;21UGA011011;;21UGA01101115
94;245;NAKASEKE;NAKASEKE;NGOMA TOWN COUNCIL;21UGA011011;;21UGA01101112
455;680;NAKASEKE;NAKASEKE;KASANGOMBE;21UGA011011;;21UGA01101103
6887;1482;NAKASEKE;NAKASEKE;NGOMA;21UGA011011;;21UGA01101111
4682;1239;NAKASEKE;NAKASEKE;NAKASEKE TOWN COUNCIL;21UGA011011;;21UGA01101110
227;355;NAKASEKE;NAKASEKE;BUTALANGU TOWN COUNCIL;21UGA011011;;21UGA01101101
461;684;NAKASEKE;NAKASEKE;KINYOGOGA;21UGA011011;;21UGA01101106
49;1521;NAKASEKE;NAKASEKE;NAKASEKE;21UGA011011;;21UGA01101109
4497;1115;NAKASEKE;NAKASEKE;SEMUTO TOWN COUNCIL;21UGA011011;;21UGA01101114
4415;1047;NAKASEKE;NAKASEKE;KITO;21UGA011011;;21UGA01101107
632;424;NAKASONGOLA;BULURI;KALUNGI;21UGA011012;;21UGA01101204
2637;9776;NAKASONGOLA;BULURI;WABINYONYI;21UGA011012;;21UGA01101211
708;1000;NAKASONGOLA;BULURI;KAKOOGE;21UGA011012;;21UGA01101201
1227;1793;NAKASONGOLA;BULURI;LWABIYATA;21UGA011012;;21UGA01101205
3677;1290;NAKASONGOLA;BULURI;MIGEERA TOWN COUNCIL;21UGA011012;;21UGA01101207
443;1574;NAKASONGOLA;BULURI;NABISWERA;21UGA011012;Nabisweera;21UGA01101208
126;1271;NAKASONGOLA;BULURI;KALONGO;21UGA011012;;21UGA01101203
2383;1811;NAKASONGOLA;BULURI;KAKOOGE TOWN COUNCIL;21UGA011012;;21UGA01101202
3806;1389;NAKASONGOLA;BULURI;NAKASONGOLA TOWN COUNCIL;21UGA011012;Nakasongola;21UGA01101209
1808;1254;NAKASONGOLA;BULURI;LWAMPANGA;21UGA011012;;21UGA01101206
107;1616;NAKASONGOLA;BULURI;NAKITOMA;21UGA011012;;21UGA01101210
6539;1320;WAKISO;KIRA MUNICIPALITY;NAMUGONGO DIVISION;21UGA011013;;21UGA01101323
2020;318;WAKISO;NANSANA MUNICIPALITY;NABWERU DIVISION;21UGA011013;;21UGA01101320
842;1205;WAKISO;BUSIRO;KASANJE;21UGA011013;;21UGA01101312
209;341;WAKISO;BUSIRO;MENDE;21UGA011013;;21UGA01101319
1578;1738;WAKISO;SSABAGABO-MAKINDYE MUNICIPALITY;NDEJJE DIVISION;21UGA011013;Ndeija;21UGA01101325
40;198;WAKISO;BUSIRO;KAKIRI TOWN COUNCIL;21UGA011013;;21UGA01101310
341;439;WAKISO;BUSIRO;KYENGERA TOWN COUNCIL;21UGA011013;;21UGA01101315
2604;1101;WAKISO;BUSIRO;MASULITA;21UGA011013;Masuliita;21UGA01101317
1839;1908;WAKISO;BUSIRO;WAKISO;21UGA011013;;21UGA01101326
358;447;WAKISO;NANSANA MUNICIPALITY;BUSUKUMA DIVISION;21UGA011013;;21UGA01101303
1175;1427;WAKISO;ENTEBBE MUNICIPALITY;DIVISION A;21UGA011013;;21UGA01101305
81;237;WAKISO;ENTEBBE MUNICIPALITY;DIVISION B;21UGA011013;;21UGA01101306
886;727;WAKISO;BUSIRO;NAMAYUMBA;21UGA011013;;21UGA01101321
278;385;WAKISO;KIRA MUNICIPALITY;BWEYOGERERE DIVISION;21UGA011013;;21UGA01101304
727;1179;WAKISO;KYADONDO;KASANGATI TOWN COUNCIL;21UGA011013;;21UGA01101311
1076;1344;WAKISO;BUSIRO;BUSSI;21UGA011013;;21UGA01101302
234;357;WAKISO;NANSANA MUNICIPALITY;NANSANA DIVISION;21UGA011013;;21UGA01101324
119;268;WAKISO;BUSIRO;KAJJANSI TOWN COUNCIL;21UGA011013;;21UGA01101308
236;745;WAKISO;BUSIRO;NAMAYUMBA TOWN COUNCIL;21UGA011013;;21UGA01101322
190;322;WAKISO;KIRA MUNICIPALITY;KIRA DIVISION;21UGA011013;;21UGA01101314
2840;1283;WAKISO;SSABAGABO-MAKINDYE MUNICIPALITY;MASAJJA DIVISION;21UGA011013;;21UGA01101316
62;220;WAKISO;BUSIRO;WAKISO TOWN COUNCIL;21UGA011013;;21UGA01101327
2240;480;WAKISO;BUSIRO;KATABI TOWN COUNCIL;21UGA011013;Katabi;21UGA01101313
1592;1747;WAKISO;SSABAGABO-MAKINDYE MUNICIPALITY;BUNAMWAYA DIVISION;21UGA011013;;21UGA01101301
3925;361;WAKISO;BUSIRO;MASULITA TOWN COUNCIL;21UGA011013;Masuliita Town Council;21UGA01101318
2054;352;WAKISO;BUSIRO;KAKIRI;21UGA011013;;21UGA01101309
35;192;WAKISO;NANSANA MUNICIPALITY;GOMBE DIVISION;21UGA011013;;21UGA01101307
549;872;BUKOMANSIMBI;BUKOMANSIMBI;BUTENGA;21UGA012001;;21UGA01200103
3005;1432;BUKOMANSIMBI;BUKOMANSIMBI;KIBINGE;21UGA012001;;21UGA01200104
431;659;BUKOMANSIMBI;BUKOMANSIMBI;BIGASA;21UGA012001;;21UGA01200101
2944;1373;BUKOMANSIMBI;BUKOMANSIMBI;KITANDA;21UGA012001;;21UGA01200105
836;1199;BUKOMANSIMBI;BUKOMANSIMBI;BUKOMANSIMBI TOWN COUNCIL;21UGA012001;Bukomansimbi  Town Council;21UGA01200102
6959;1536;BUTAMBALA;BUTAMBALA;BULO;21UGA012002;;21UGA01200202
405;490;BUTAMBALA;BUTAMBALA;NGANDO;21UGA012002;;21UGA01200206
3053;1474;BUTAMBALA;BUTAMBALA;KIBIBI;21UGA012002;;21UGA01200205
2039;336;BUTAMBALA;BUTAMBALA;GOMBE TOWN COUNCIL;21UGA012002;;21UGA01200203
3693;186;BUTAMBALA;BUTAMBALA;KALAMBA;21UGA012002;;21UGA01200204
2397;908;BUTAMBALA;BUTAMBALA;BUDDE;21UGA012002;;21UGA01200201
821;1185;GOMBA;GOMBA;MPENJA;21UGA012003;;21UGA01200305
626;965;GOMBA;GOMBA;KABULASOKE;21UGA012003;;21UGA01200301
1279;1498;GOMBA;GOMBA;KANONI TOWN COUNCIL;21UGA012003;;21UGA01200302
7120;1661;GOMBA;GOMBA;KYEGONZA;21UGA012003;;21UGA01200303
493;704;GOMBA;GOMBA;MADDU;21UGA012003;;21UGA01200304
497;708;KALANGALA;BUJJUMBA;BUJJUMBA;21UGA012004;Bujumba;21UGA01200403
6969;1548;KALANGALA;KYAMUSWA;MAZINGA;21UGA012004;;21UGA01200406
3347;1688;KALANGALA;KYAMUSWA;KYAMUSWA;21UGA012004;;21UGA01200405
3406;396;KALANGALA;BUJJUMBA;KALANGALA TOWN COUNCIL;21UGA012004;;21UGA01200404
434;664;KALANGALA;KYAMUSWA;BUFUMIRA;21UGA012004;;21UGA01200402
2179;438;KALANGALA;KYAMUSWA;BUBEKE;21UGA012004;;21UGA01200401
1499;1830;KALANGALA;BUJJUMBA;MUGOYE;21UGA012004;;21UGA01200407
892;731;KALUNGU;KALUNGU;BUKULULA;21UGA012005;;21UGA01200501
64;221;KALUNGU;KALUNGU;LWABENGE;21UGA012005;;21UGA01200507
858;9181;KALUNGU;KALUNGU;KYAMULIBWA TOWN COUNCIL;21UGA012005;;21UGA01200504
1398;1596;KALUNGU;KALUNGU;KYAMULIIBWA;21UGA012005;Kyamulibwa;21UGA01200505
4262;1529;KALUNGU;KALUNGU;KALUNGU TOWN COUNCIL;21UGA012005;;21UGA01200503
2416;921;KALUNGU;KALUNGU;KALUNGU;21UGA012005;;21UGA01200502
6018;499;KALUNGU;KALUNGU;LUKAYA TOWN COUNCIL;21UGA012005;;21UGA01200506
53;204;KYOTERA;KYOTERA;KYOTERA TOWN COUNCIL;21UGA012006;;21UGA01200606
52;982;KYOTERA;KYOTERA;KASAALI;21UGA012006;;21UGA01200604
207;340;KYOTERA;KYOTERA;NABIGASA;21UGA012006;;21UGA01200608
2079;364;KYOTERA;KYOTERA;LWANKONI;21UGA012006;;21UGA01200607
1315;1532;KYOTERA;KYOTERA;KALISIZO;21UGA012006;;21UGA01200602
1490;1670;KYOTERA;KYOTERA;KABIRA;21UGA012006;;21UGA01200601
7404;1878;KYOTERA;KYOTERA;KIRUMBA;21UGA012006;;21UGA01200605
194;325;KYOTERA;KYOTERA;KALISIZO TOWN COUNCIL;21UGA012006;;21UGA01200603
1651;514;LWENGO;BUKOTO;KYAZANGA TOWN COUNCIL;21UGA012007;;21UGA01200704
551;9412;LWENGO;BUKOTO;LWENGO;21UGA012007;;21UGA01200705
268;752;LWENGO;BUKOTO;LWENGO TOWN COUNCIL;21UGA012007;;21UGA01200706
224;353;LWENGO;BUKOTO;KYAZANGA;21UGA012007;;21UGA01200703
421;496;LWENGO;BUKOTO;MALONGO;21UGA012007;;21UGA01200707
400;485;LWENGO;BUKOTO;KKINGO;21UGA012007;;21UGA01200702
3362;1697;LWENGO;BUKOTO;NDAGWE;21UGA012007;;21UGA01200708
7388;1070;LWENGO;BUKOTO;KISEKKA;21UGA012007;;21UGA01200701
7124;1666;LYANTONDE;KABULA;LYANTONDE TOWN COUNCIL;21UGA012008;;21UGA01200805
312;411;LYANTONDE;KABULA;KINUUKA;21UGA012008;;21UGA01200803
854;1213;LYANTONDE;KABULA;LYANTONDE SC;21UGA012008;;21UGA01200804
494;1371;LYANTONDE;KABULA;MPUMUDDE;21UGA012008;;21UGA01200806
1145;1412;LYANTONDE;KABULA;KALIIRO;21UGA012008;;21UGA01200801
1704;1807;LYANTONDE;KABULA;KASAGAMA;21UGA012008;;21UGA01200802
3785;250;MASAKA;BUKOTO;BUKAKATA;21UGA012009;;21UGA01200901
1067;1340;MASAKA;BUKOTO;KABONERA;21UGA012009;;21UGA01200903
1976;278;MASAKA;MASAKA MUNICIPALITY;NYENDO-SSENYANGE;21UGA012009;Nyendo-Ssenyange Division;21UGA01200909
1766;1871;MASAKA;MASAKA MUNICIPALITY;KATWE-BUTEGO;21UGA012009;Katwe-Butego Division;21UGA01200904
300;401;MASAKA;BUKOTO;BUWUNGA;21UGA012009;;21UGA01200902
203;337;MASAKA;BUKOTO;KYANAMUKAAKA;21UGA012009;;21UGA01200906
3784;249;MASAKA;MASAKA MUNICIPALITY;KIMAANYA-KYABAKUZA;21UGA012009;Kimaanya-Kyabakuza Division;21UGA01200905
957;656;MASAKA;BUKOTO;KYESIIGA;21UGA012009;;21UGA01200907
204;338;MASAKA;BUKOTO;MUKUNGWE;21UGA012009;;21UGA01200908
1268;1487;MPIGI;MAWOKOTA;KITUNTU;21UGA012010;;21UGA01201004
7129;1674;MPIGI;MAWOKOTA;KAMMENGO;21UGA012010;;21UGA01201002
6750;1391;MPIGI;MAWOKOTA;MUDUUMA;21UGA012010;;21UGA01201006
22;181;MPIGI;MAWOKOTA;MPIGI TOWN COUNCIL;21UGA012010;MPIGI;21UGA01201005
437;1110;MPIGI;MAWOKOTA;BUWAMA;21UGA012010;;21UGA01201001
185;317;MPIGI;MAWOKOTA;NKOZI;21UGA012010;;21UGA01201007
1698;1802;MPIGI;MAWOKOTA;KIRINGENTE;21UGA012010;;21UGA01201003
2006;306;RAKAI;KOOKI;RAKAI TOWN COUNCIL;21UGA012011;Rakai Total;21UGA01201114
96;253;RAKAI;KOOKI;BYAKABANDA;21UGA012011;;21UGA01201101
1760;1863;RAKAI;KOOKI;KAGAMBA;21UGA012011;;21UGA01201104
191;1106;RAKAI;KAKUUTO;KAKUUTO;21UGA012011;;21UGA01201105
476;876;RAKAI;KOOKI;KYALULANGIRA;21UGA012011;;21UGA01201110
122;269;RAKAI;KOOKI;DDWANIRO;21UGA012011;;21UGA01201102
542;866;RAKAI;KAKUUTO;KASASA;21UGA012011;;21UGA01201106
7221;1745;RAKAI;KAKUUTO;KIFAMBA;21UGA012011;;21UGA01201108
741;1099;RAKAI;KAKUUTO;KIBANDA;21UGA012011;;21UGA01201107
397;481;RAKAI;KOOKI;LWAMAGGWA;21UGA012011;;21UGA01201112
7123;1665;RAKAI;KOOKI;KIZIBA;21UGA012011;;21UGA01201109
527;853;RAKAI;KOOKI;LWANDA;21UGA012011;;21UGA01201113
6961;1538;RAKAI;KAKUUTO;KYEBE;21UGA012011;;21UGA01201111
864;1216;RAKAI;KOOKI;KACHEERA;21UGA012011;;21UGA01201103
2437;944;SSEMBABULE;MAWOGOLA;MATEETE  TOWN COUNCIL;21UGA012012;;21UGA01201205
183;316;SSEMBABULE;MAWOGOLA;LWEBITAKULI;21UGA012012;;21UGA01201202
764;414;SSEMBABULE;LWEMIYAGA;NTUSI;21UGA012012;Ntuusi;21UGA01201207
2657;1144;SSEMBABULE;MAWOGOLA;MIJWALA;21UGA012012;;21UGA01201206
803;1166;SSEMBABULE;LWEMIYAGA;LWEMIYAGA;21UGA012012;;21UGA01201203
6769;1378;SSEMBABULE;MAWOGOLA;LUGUSULU;21UGA012012;;21UGA01201201
680;904;SSEMBABULE;MAWOGOLA;SSEMBABULE  TOWN COUNCIL;21UGA012012;Sembabule Town Council;21UGA01201208
1796;1893;SSEMBABULE;MAWOGOLA;MATEETE;21UGA012012;;21UGA01201204
6980;7536;AMURIA;AMURIA;WERA;21UGA013001;;21UGA01300110
512;7101;AMURIA;AMURIA;ORUNGO;21UGA013001;;21UGA01300109
894;7172;AMURIA;AMURIA;AKERIAU;21UGA013001;;21UGA01300102
196;7257;AMURIA;AMURIA;ABARILELA;21UGA013001;;21UGA01300101
719;7369;AMURIA;AMURIA;KUJU;21UGA013001;;21UGA01300106
2174;7413;AMURIA;AMURIA;ASAMUK;21UGA013001;;21UGA01300105
2336;7329;AMURIA;AMURIA;AMURIA TOWN COUNCIL;21UGA013001;;21UGA01300103
29;7069;AMURIA;AMURIA;OGOLAI;21UGA013001;;21UGA01300108
2286;7550;AMURIA;AMURIA;MORUNGATUNY;21UGA013001;;21UGA01300107
51;7431;AMURIA;AMURIA;WILLA;21UGA013001;;21UGA01300111
3964;7352;AMURIA;AMURIA;APEDURU;21UGA013001;;21UGA01300104
109;7432;BUKEDEA;BUKEDEA;KOLIR;21UGA013002;;21UGA01300205
6899;7440;BUKEDEA;BUKEDEA;BUKEDEA;21UGA013002;;21UGA01300201
165;7224;BUKEDEA;BUKEDEA;MALERA;21UGA013002;;21UGA01300206
7219;7279;BUKEDEA;BUKEDEA;BUKEDEA TOWN COUNCIL;21UGA013002;;21UGA01300202
407;7337;BUKEDEA;BUKEDEA;KIDONGOLE;21UGA013002;;21UGA01300204
246;7105;BUKEDEA;BUKEDEA;KACHUMBALA;21UGA013002;;21UGA01300203
1779;7210;KABERAMAIDO;KABERAMAIDO;APERIKIRA;21UGA013003;Aperkira;21UGA01300304
1007;7180;KABERAMAIDO;KALAKI;KALAKI;21UGA013003;;21UGA01300309
3678;7556;KABERAMAIDO;KALAKI;KAKURE;21UGA013003;;21UGA01300308
6964;7519;KABERAMAIDO;KABERAMAIDO;OCHERO;21UGA013003;;21UGA01300311
875;7046;KABERAMAIDO;KALAKI;BULULU;21UGA013003;;21UGA01300305
573;7183;KABERAMAIDO;KALAKI;OTUBOI;21UGA013003;;21UGA01300312
4124;162;KABERAMAIDO;KALAKI;ANYARA;21UGA013003;;21UGA01300302
283;7347;KABERAMAIDO;KABERAMAIDO;KABERAMAIDO;21UGA013003;;21UGA01300306
3190;7299;KABERAMAIDO;KABERAMAIDO;ALWA;21UGA013003;;21UGA01300301
6203;7421;KABERAMAIDO;KABERAMAIDO;KABERAMAIDO TOWN COUNCIL;21UGA013003;Kaberamaido TC;21UGA01300307
843;7540;KABERAMAIDO;KABERAMAIDO;KOBULUBULU;21UGA013003;;21UGA01300310
357;7439;KABERAMAIDO;KALAKI;APAPAI;21UGA013003;;21UGA01300303
2444;7507;KAPELEBYONG;KAPELEBYONG;ACOWA;21UGA013004;;21UGA01300401
795;7478;KAPELEBYONG;KAPELEBYONG;OBALANGA;21UGA013004;;21UGA01300404
7226;7345;KAPELEBYONG;KAPELEBYONG;KAPELEBYONG;21UGA013004;;21UGA01300403
2756;7062;KAPELEBYONG;KAPELEBYONG;AKOROMIT;21UGA013004;;21UGA01300402
1690;7385;KAPELEBYONG;KAPELEBYONG;OKUNGUR;21UGA013004;;21UGA01300405
645;7281;KATAKWI;TOROMA;TOROMA;21UGA013005;;21UGA01300509
486;7074;KATAKWI;USUK;USUK;21UGA013005;Ukusijoni;21UGA01300510
850;7543;KATAKWI;USUK;PALAM;21UGA013005;;21UGA01300508
2826;7178;KATAKWI;USUK;KATAKWI TOWN COUNCIL;21UGA013005;;21UGA01300503
669;7314;KATAKWI;TOROMA;KAPUJAN;21UGA013005;;21UGA01300501
1720;7365;KATAKWI;USUK;ONGONGOJA;21UGA013005;;21UGA01300507
117;7447;KATAKWI;USUK;NGARIAM;21UGA013005;;21UGA01300505
445;7473;KATAKWI;USUK;KATAKWI;21UGA013005;;21UGA01300502
631;7260;KATAKWI;TOROMA;OMODOI;21UGA013005;;21UGA01300506
7493;7408;KATAKWI;TOROMA;MAGORO;21UGA013005;;21UGA01300504
5005;7430;KUMI;KUMI;ONGINO;21UGA013006;;21UGA01300607
26;7065;KUMI;KUMI;KANYUM;21UGA013006;;21UGA01300602
601;7214;KUMI;KUMI;KUMI;21UGA013006;;21UGA01300603
